,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,material,mj_class_code,mj_plug_class_code,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,type,unique_feature,weight,component_thread_pitch,component_connection_type,component_nominal_size,component_length,component_thread_size,component_end_form
341,,,,,120.65,69.85,float,C-0797,CP-021,,,,,,,,,,,,,,,,,,Yes,,,,,,,,20.0,,,1.983,[],[],[],[],[],[]
342,,,,,47.62,22.22,float,C-0891,CP-021,,,,,,,,,,,,,,,,,,Yes,,,,,,,,28.0,,,0.465,[],[],[],[],[],[]
343,,,,,76.4,69.9,float,C-1096,CP-022,,,,,,,,,,,,,,,,,,No,,,,,,,,25.0,,,2.565,[],[],[],[],[],[]
344,,,,,130.2,77.8,float,C-1102,CP-022,,,,,,,,,,,,,,,,,,No,,,,,,,,36.5,,,4.06,[],[],[],[],[],[]
345,,,,,116.0,17.0,float,C-1135,CP-021,,,,,,,,,,,,,,,,,,Yes,,,,,,,,22.0,,,1.88,[],[],[],[],[],[]
346,,,,,52.36,26.19,float,C-1149,CP-021,,,,,,,,,,,,,,,,,,Yes,,,,,,,,36.0,,,0.783,[],[],[],[],[],[]
347,,,,,52.38,26.19,float,C-1452,CP-022,,,,,,,,,,,,,,,,,,No,,,,,,,,22.0,,,0.276,[],[],[],[],[],[]
348,,,,,58.72,30.18,float,C-1453,CP-022,,,,,,,,,,,,,,,,,,No,,,,,,,,22.0,,,0.389,[],[],[],[],[],[]
349,,,,,106.38,61.93,float,C-1584,CP-022,,,,,,,,,,,,,,,,,,No,,,,,,,,25.4,,,0.516,[],[],[],[],[],[]
350,,,,,58.7,30.2,tee,C-0271,OTHER,,,,28.5,,57.1,No,,,,,,,,,MJ-003,Threaded,Yes,,93.0,,,,,,57.0,,No,1.526,[],[],[],[],[],[]
351,,,,,58.72,30.18,tee,C-1809,OTHER,,,,28.5,,57.09,No,,,,,,,,,MJ-003,MJ-005,Yes,,108.0,,,,,,57.0,,No,2.184,[],[],[],[],[],[]
352,,,,,52.4,26.2,tee,C-1830,OTHER,,,,25.5,,43.5,No,,,,,,,,,MJ-003,Threaded,Yes,,78.5,,,,,,51.0,,Yes,1.135,[],[],[],[],[],[]
353,,,,,58.7,30.2,tee,C-1865,OTHER,,,,28.5,,57.1,No,,,,,,,,,MJ-003,MJ-005,Yes,,107.0,,,,,,57.0,,No,1.953,[],[],[],[],[],[]
354,,22.0,Flat Bottom,,,,boss,C-0008,CP-018,,,,,,,No,,17.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.032,[],['B-005'],[],[],[],[]
355,,25.0,Flat Bottom,,,,boss,C-0009,CP-018,,,,,,,No,,13.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.033,[],['B-004'],[],[],[],[]
356,,35.0,Saddle,,,,boss,C-0020,CP-018,,,,,,,No,,28.4,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.07,[],['B-005'],[],[],[],[]
357,,,Saddle,,,,boss,C-0054,CP-018,,,,,,,No,,27.1,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.18,[],['B-005'],[],[],[],[]
358,,30.0,Shoulder,,,,boss,C-0071,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,,,,,,23.0,,Boss,Yes,0.08,[],['B-005'],[],[],[],[]
359,,,Saddle,,,,boss,C-0082,CP-018,,,,,,,No,,15.65,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.043,[],['B-002'],[],[],[],[]
360,,,,,77.8,42.9,boss,C-0083,CP-019,,,,,,,No,,36.5,,,,,,,,,Yes,,,,,,,,,,No,2.093,[],['B-012'],[],[],[],[]
361,,,,,88.9,50.8,boss,C-0084,CP-019,,,,,,,No,,36.5,,,,,,,,,Yes,,,,,,,,,,No,2.601,[],['B-012'],[],[],[],[]
362,,35.0,Shoulder,,,,boss,C-0111,CP-018,,,,,,,No,,19.0,,,,,,,,,Yes,Round,,,,,,30.0,,Boss,Yes,0.1,[],['B-009'],[],[],[],[]
363,,25.4,Saddle,,,,boss,C-0117,CP-018,,,,,,,No,,22.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.081,[],['B-005'],[],[],[],[]
364,,,Saddle,,,,boss,C-0151,CP-018,,,,,,,No,,17.9,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.047,[],['B-005'],[],[],[],[]
365,,,,,76.2,,boss,C-0161,CP-020,,,,,,,No,,19.2,,,,,,,,,Yes,,,,,,,,,,No,0.559,[],['9999'],[],[],[],[]
366,,30.0,Shoulder,,,,boss,C-0165,CP-018,,,,,,,No,,12.0,,,,,,,,,Yes,Round,,,,,,25.0,,Boss,No,0.046,[],['B-005'],[],[],[],[]
367,,,Saddle,,,,boss,C-0177,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.122,[],['B-005'],[],[],[],[]
368,,33.33,Shoulder,,,,boss,C-0199,CP-018,,,,,,,No,,23.6,,,,,,,,,Yes,Round,,,,,,23.9,,Boss,Yes,0.1,[],['B-004'],[],[],[],[]
369,,,Saddle,,,,boss,C-0208,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.023,[],['B-002'],[],[],[],[]
370,,,Saddle,,,,boss,C-0209,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.022,[],['B-002'],[],[],[],[]
371,,,Saddle,,,,boss,C-0213,CP-018,,,,,,,No,,22.35,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.159,[],['B-002'],[],[],[],[]
372,,,Saddle,,,,boss,C-0214,CP-018,,,,,,,No,,19.05,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.059,[],['B-002'],[],[],[],[]
373,,,Saddle,,,,boss,C-0215,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.033,[],['B-002'],[],[],[],[]
374,,32.0,Flat Bottom,,,,boss,C-0242,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.08,[],['B-005'],[],[],[],[]
375,,,,,88.9,50.8,boss,C-0243,CP-019,,,,,,,No,,36.0,,,,,,,,,Yes,,,,,,,,,,No,4.034,[],['B-012'],[],[],[],[]
376,,26.9,Shoulder,,,,boss,C-0245,CP-018,,,,,,,No,,20.5,,,,,,,,,Yes,Round,,,,,,20.6,,Boss,Yes,0.1,[],['B-004'],[],[],[],[]
377,,,Saddle,,,,boss,C-0255,CP-018,,,,,,,No,,25.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.127,[],['B-005'],[],[],[],[]
378,,,,,77.77,42.88,boss,C-0257,CP-019,,,,,,,No,,27.2,,,,,,,,,Yes,,,,,,,,,,No,1.63,[],['B-012'],[],[],[],[]
379,,,Saddle,,,,boss,C-0258,CP-018,,,,,,,No,,20.9,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.192,[],['B-005'],[],[],[],[]
380,,,Saddle,,,,boss,C-0260,CP-018,,,,,,,No,,25.4,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.186,[],['B-005'],[],[],[],[]
381,,,Saddle,,,,boss,C-0262,CP-018,,,,,,,No,,20.6,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.158,[],['B-009'],[],[],[],[]
382,,,,,120.7,69.9,boss,C-0269,CP-019,,,,,,,No,,10.55,,,,,,,,,Yes,,,,,,,,,,No,3.361,[],['B-012'],[],[],[],[]
383,,40.0,Saddle,,,,boss,C-0274,CP-018,,,,,,,No,,39.33,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.378,[],['B-005'],[],[],[],[]
384,,,Saddle,,,,boss,C-0278,CP-018,,,,,,,No,,14.22,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.015,[],['B-002'],[],[],[],[]
385,,,,,57.15,27.76,boss,C-0307,CP-019,,,,,,,No,,9999.0,,,,,,,,,Yes,,,,,,,,,,No,1.05,[],['B-013'],[],[],[],[]
386,,,Saddle,,,,boss,C-0348,CP-018,,,,,,,No,,19.1,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.045,[],['B-005'],[],[],[],[]
387,,35.0,Shoulder,,,,boss,C-0356,CP-018,,,,,,,No,,8.0,,,,,,,,,Yes,Round,,,,,,30.0,,Boss,Yes,0.12,[],['B-005'],[],[],[],[]
388,,,Saddle,,,,boss,C-0358,CP-018,,,,,,,No,,38.4,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.154,[],['B-009'],[],[],[],[]
389,,,,,58.72,30.18,boss,C-0387,CP-019,,,,,,,No,,24.0,,,,,,,,,Yes,,,,,,,,,,No,0.939,[],['B-012'],[],[],[],[]
390,,22.0,Shoulder,,,,boss,C-0393,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Hex,,,,,,12.24,,Boss,Yes,0.06,[],['B-005'],[],[],[],[]
391,,30.0,Shoulder,,,,boss,C-0405,CP-018,,,,,,,No,,10.0,,,,,,,,,Yes,Round,,,,,,20.0,,Boss,Yes,0.05,[],['B-005'],[],[],[],[]
392,,,Saddle,,,,boss,C-0411,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.034,[],['B-002'],[],[],[],[]
393,,15.88,Shoulder,,,,boss,C-0425,CP-018,,,,,,,No,,8.73,,,,,,,,,Yes,Round,,,,,,12.29,,Boss,No,0.005,[],['B-004'],[],[],[],[]
394,,22.0,Shoulder,,,,boss,C-0426,CP-018,,,,,,,No,,6.0,,,,,,,,,Yes,Round,,,,,,18.2,,Boss,No,0.023,[],['B-004'],[],[],[],[]
395,,38.1,Saddle,,,,boss,C-0432,CP-018,,,,,,,No,,22.23,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.063,[],['B-004'],[],[],[],[]
396,,,Saddle,,,,boss,C-0474,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.054,[],['B-005'],[],[],[],[]
397,,,Saddle,,,,boss,C-0475,CP-018,,,,,,,No,,15.8,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.05,[],['B-005'],[],[],[],[]
398,,,Saddle,,,,boss,C-0483,CP-018,,,,,,,No,,12.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.08,[],['B-004'],[],[],[],[]
399,,38.1,Shoulder,,,,boss,C-0486,CP-018,,,,,,,No,,25.4,,,,,,,,,Yes,Round,,,,,,26.9,,Boss,Yes,0.114,[],['B-004'],[],[],[],[]
400,,,Saddle,,,,boss,C-0493,CP-018,,,,,,,No,,16.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.015,[],['B-004'],[],[],[],[]
401,,,Saddle,,,,boss,C-0495,CP-018,,,,,,,No,,25.4,,,,,,,,,Yes,Hex,,,,,,,,Boss,No,0.083,[],['B-005'],[],[],[],[]
402,,,Saddle,,,,boss,C-0497,CP-018,,,,,,,No,,16.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.052,[],['B-005'],[],[],[],[]
403,,,Saddle,,,,boss,C-0499,CP-018,,,,,,,No,,29.3,,,,,,,,,Yes,Hex,,,,,,,,Boss,No,0.082,[],['B-005'],[],[],[],[]
404,,,Saddle,,,,boss,C-0502,CP-018,,,,,,,No,,31.9,,,,,,,,,Yes,Hex,,,,,,,,Stud,No,0.269,[],['B-002'],[],[],[],[]
405,,,Saddle,,,,boss,C-0506,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.093,[],['B-005'],[],[],[],[]
406,,,,,77.77,57.94,boss,C-0513,CP-019,,,,,,,No,,35.0,,,,,,,,,Yes,,,,,,,,,,No,2.14,[],['9999'],[],[],[],[]
407,,25.0,Shoulder,,,,boss,C-0520,CP-018,,,,,,,No,,9.5,,,,,,,,,Yes,Round,,,,,,18.0,,Boss,Yes,0.021,[],['B-005'],[],[],[],[]
408,,,Saddle,,,,boss,C-0533,CP-018,,,,,,,No,,16.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.026,[],['B-010'],[],[],[],[]
409,,,Saddle,,,,boss,C-0534,CP-018,,,,,,,No,,21.6,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.217,[],['B-005'],[],[],[],[]
410,,,Saddle,,,,boss,C-0539,CP-018,,,,,,,No,,14.17,,,,,,,,,Yes,Hex,,,,,,,,Boss,Yes,0.003,[],['B-005'],[],[],[],[]
411,,33.38,Saddle,,,,boss,C-0544,CP-018,,,,,,,No,,22.35,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.129,[],['B-002'],[],[],[],[]
412,,,Saddle,,,,boss,C-0547,CP-018,,,,,,,No,,14.3,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.012,[],['B-002'],[],[],[],[]
413,,,Saddle,,,,boss,C-0548,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.059,[],['B-002'],[],[],[],[]
414,,,Saddle,,,,boss,C-0549,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.059,[],['B-002'],[],[],[],[]
415,,,,,77.8,42.9,boss,C-0555,CP-019,,,,,,,No,,27.6,,,,,,,,,Yes,,,,,,,,,,No,1.612,[],['B-012'],[],[],[],[]
416,,18.24,Saddle,,,,boss,C-0556,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.059,[],['B-002'],[],[],[],[]
417,,25.0,Shoulder,,,,boss,C-0569,CP-018,,,,,,,No,,15.0,,,,,,,,,Yes,Round,,,,,,22.5,,Boss,No,0.037,[],['B-005'],[],[],[],[]
418,,,Saddle,,,,boss,C-0575,CP-018,,,,,,,No,,21.4,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.075,[],['9999'],[],[],[],[]
419,,,Saddle,,,,boss,C-0623,CP-018,,,,,,,No,,15.8,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.021,[],['B-002'],[],[],[],[]
420,,20.0,Saddle,,,,boss,C-0624,CP-018,,,,,,,No,,19.3,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.06,[],['B-002'],[],[],[],[]
421,,,,,106.38,61.93,boss,C-0641,CP-019,,,,,,,No,,16.9,,,,,,,,,Yes,,,,,,,,,,No,0.304,[],['B-012'],[],[],[],[]
422,,,,,120.65,69.85,boss,C-0643,CP-019,,,,,,,No,,20.07,,,,,,,,,Yes,,,,,,,,,,No,3.361,[],['B-012'],[],[],[],[]
423,,,Saddle,,,,boss,C-0678,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.112,[],['B-005'],[],[],[],[]
424,,,Saddle,,,,boss,C-0697,CP-018,,,,,,,No,,14.2,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.014,[],['B-002'],[],[],[],[]
425,,22.0,Shoulder,,,,boss,C-0699,CP-018,,,,,,,No,,17.5,,,,,,,,,Yes,Round,,,,,,18.0,,Boss,No,0.044,[],['B-011'],[],[],[],[]
426,,,Saddle,,,,boss,C-0700,CP-018,,,,,,,No,,36.6,,,,,,,,,Yes,Hex,,,,,,,,Stud,No,0.265,[],['B-002'],[],[],[],[]
427,,,Saddle,,,,boss,C-0701,CP-018,,,,,,,No,,37.6,,,,,,,,,Yes,Hex,,,,,,,,Stud,No,0.194,[],['B-002'],[],[],[],[]
428,,,Saddle,,,,boss,C-0723,CP-018,,,,,,,No,,16.6,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.076,[],['B-004'],[],[],[],[]
429,,32.0,Saddle,,,,boss,C-0755,CP-018,,,,,,,No,,18.8,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,2.62,[],['B-005'],[],[],[],[]
430,,,,,94.0,,boss,C-0770,CP-020,,,,,,,No,,21.5,,,,,,,,,Yes,,,,,,,,,,No,0.987,[],['9999'],[],[],[],[]
431,,,,,76.2,,boss,C-0780,CP-020,,,,,,,No,,21.5,,,,,,,,,Yes,,,,,,,,,,No,0.577,[],['9999'],[],[],[],[]
432,,,Saddle,,,,boss,C-0791,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Stud,No,0.034,[],['B-002'],[],[],[],[]
433,,,,,88.9,50.8,boss,C-0793,CP-019,,,,,,,No,,54.7,,,,,,,,,Yes,,,,,,,,,,No,3.815,[],['B-012'],[],[],[],[]
434,,,,,94.0,,boss,C-0796,CP-020,,,,,,,No,,21.2,,,,,,,,,Yes,,,,,,,,,,No,0.987,[],['9999'],[],[],[],[]
435,,,,,106.4,61.9,boss,C-0804,CP-019,,,,,,,No,,12.5,,,,,,,,,Yes,,,,,,,,,,No,2.805,[],['B-012'],[],[],[],[]
436,,,Saddle,,,,boss,C-0816,CP-018,,,,,,,No,,18.54,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.071,[],['B-005'],[],[],[],[]
437,,31.75,Saddle,,,,boss,C-0817,CP-018,,,,,,,No,,18.54,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.069,[],['B-005'],[],[],[],[]
438,,25.0,Flat Bottom,,,,boss,C-0837,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.059,[],['B-004'],[],[],[],[]
439,,25.4,Shoulder,,,,boss,C-0854,CP-018,,,,,,,No,,11.5,,,,,,,,,Yes,Round,,,,,,19.0,,Boss,No,0.041,[],['B-004'],[],[],[],[]
440,,,,,77.8,42.9,boss,C-0869,CP-019,,,,,,,No,,11.95,,,,,,,,,Yes,,,,,,,,,,No,1.112,[],['B-012'],[],[],[],[]
441,,,Saddle,,,,boss,C-0893,CP-018,,,,,,,No,,25.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.31,[],['B-005'],[],[],[],[]
442,,,,,76.2,,boss,C-0899,CP-020,,,,,,,No,,8.3,,,,,,,,,Yes,,,,,,,,,,No,0.426,[],['9999'],[],[],[],[]
443,,28.8,Flat Bottom,,,,boss,C-0920,CP-018,,,,,,,No,,17.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.077,[],['B-009'],[],[],[],[]
444,,,Saddle,,,,boss,C-0930,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.122,[],['9999'],[],[],[],[]
445,,50.0,Saddle,,,,boss,C-0965,CP-018,,,,,,,No,,39.6,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.5,[],['B-005'],[],[],[],[]
446,,,Saddle,,,,boss,C-1029,CP-018,,,,,,,No,,45.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.411,[],['B-005'],[],[],[],[]
447,,,Saddle,,,,boss,C-1045,CP-018,,,,,,,No,,25.66,,,,,,,,,Yes,Hex,,,,,,,,Stud,No,0.01,[],['B-002'],[],[],[],[]
448,,,,,69.85,35.71,boss,C-1065,CP-019,,,,,,,No,,27.4,,,,,,,,,Yes,,,,,,,,,,No,1.494,[],['B-012'],[],[],[],[]
449,,18.0,Flat Bottom,,,,boss,C-1089,CP-018,,,,,,,No,,12.5,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.037,[],['B-009'],[],[],[],[]
450,,50.8,Saddle,,,,boss,C-1117,CP-018,,,,,,,No,,38.1,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.523,[],['B-005'],[],[],[],[]
451,,,Saddle,,,,boss,C-1123,CP-018,,,,,,,No,,15.5,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.149,[],['B-009'],[],[],[],[]
452,,,Saddle,,,,boss,C-1124,CP-018,,,,,,,No,,15.5,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.08,[],['B-009'],[],[],[],[]
453,,,Saddle,,,,boss,C-1127,CP-018,,,,,,,No,,15.5,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.075,[],['B-009'],[],[],[],[]
454,,44.45,Saddle,,,,boss,C-1171,CP-018,,,,,,,No,,20.05,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.149,[],['B-005'],[],[],[],[]
455,,,Saddle,,,,boss,C-1225,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,,,,,,,,Boss,No,,[],['B-004'],[],[],[],[]
456,,,Saddle,,,,boss,C-1231,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.015,[],['B-004'],[],[],[],[]
457,,,Saddle,,,,boss,C-1233,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.058,[],['B-004'],[],[],[],[]
458,,40.0,Shoulder,,,,boss,C-1256,CP-018,,,,,,,No,,13.0,,,,,,,,,Yes,Round,,,,,,29.0,,Boss,Yes,0.14,[],['B-005'],[],[],[],[]
459,,25.0,Shoulder,,,,boss,C-1257,CP-018,,,,,,,No,,10.0,,,,,,,,,Yes,Round,,,,,,18.0,,Boss,No,0.06,[],['B-005'],[],[],[],[]
460,,,Saddle,,,,boss,C-1259,CP-018,,,,,,,No,,15.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.215,[],['B-004'],[],[],[],[]
461,,,,,86.0,,boss,C-1308,CP-020,,,,,,,No,,12.5,,,,,,,,,Yes,,,,,,,,,,No,0.454,[],['9999'],[],[],[],[]
462,,44.45,Shoulder,,,,boss,C-1340,CP-018,,,,,,,No,,18.3,,,,,,,,,Yes,Round,,,,,,40.13,,Boss,Yes,0.146,[],['B-005'],[],[],[],[]
463,,31.75,Flat Bottom,,,,boss,C-1410,CP-018,,,,,,,No,,22.23,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.005,[],['B-004'],[],[],[],[]
464,,25.0,Flat Bottom,,,,boss,C-1411,CP-018,,,,,,,No,,18.3,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.057,[],['B-004'],[],[],[],[]
465,,,Saddle,,,,boss,C-1417,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.034,[],['B-004'],[],[],[],[]
466,,31.75,Shoulder,,,,boss,C-1426,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,,,,,,24.61,,Boss,Yes,0.071,[],['B-005'],[],[],[],[]
467,,,Saddle,,,,boss,C-1431,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.1,[],['B-005'],[],[],[],[]
468,,25.0,Flat Bottom,,,,boss,C-1489,CP-018,,,,,,,No,,15.7,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.04,[],['B-004'],[],[],[],[]
469,,,,,69.85,35.71,boss,C-1496,CP-019,,,,,,,No,,30.0,,,,,,,,,Yes,,,,,,,,,,No,1.023,[],['B-012'],[],[],[],[]
470,,,Saddle,,,,boss,C-1503,CP-018,,,,,,,No,,26.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.455,[],['B-005'],[],[],[],[]
471,,25.4,Shoulder,,,,boss,C-1505,CP-018,,,,,,,No,,4.76,,,,,,,,,Yes,Round,,,,,,22.22,,Boss,No,0.045,[],['B-004'],[],[],[],[]
472,,22.22,Shoulder,,,,boss,C-1506,CP-018,,,,,,,No,,9.53,,,,,,,,,Yes,Round,,,,,,18.26,,Boss,No,0.021,[],['B-004'],[],[],[],[]
473,,,Saddle,,,,boss,C-1507,CP-018,,,,,,,No,,19.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.15,[],['B-005'],[],[],[],[]
474,,,Saddle,,,,boss,C-1535,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.052,[],['B-005'],[],[],[],[]
475,,,Saddle,,,,boss,C-1536,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.052,[],['B-005'],[],[],[],[]
476,,31.75,Shoulder,,,,boss,C-1537,CP-018,,,,,,,No,,16.76,,,,,,,,,Yes,Round,,,,,,27.43,,Boss,Yes,0.084,[],['B-005'],[],[],[],[]
477,,20.64,Flat Bottom,,,,boss,C-1557,CP-018,,,,,,,No,,38.1,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.091,[],['B-004'],[],[],[],[]
478,,25.4,Flat Bottom,,,,boss,C-1579,CP-018,,,,,,,No,,31.75,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.114,[],['B-004'],[],[],[],[]
479,,25.0,Shoulder,,,,boss,C-1697,CP-018,,,,,,,No,,20.5,,,,,,,,,Yes,Round,,,,,,17.8,,Boss,Yes,0.066,[],['B-005'],[],[],[],[]
480,,28.0,Shoulder,,,,boss,C-1698,CP-018,,,,,,,No,,20.5,,,,,,,,,Yes,Round,,,,,,21.8,,Boss,Yes,0.073,[],['B-005'],[],[],[],[]
481,,35.0,Shoulder,,,,boss,C-1699,CP-018,,,,,,,No,,25.5,,,,,,,,,Yes,Round,,,,,,23.8,,Boss,Yes,0.083,[],['B-005'],[],[],[],[]
482,,45.0,Shoulder,,,,boss,C-1707,CP-018,,,,,,,No,,23.0,,,,,,,,,Yes,Round,,,,,,34.9,,Boss,Yes,0.182,[],['B-005'],[],[],[],[]
483,,30.0,Shoulder,,,,boss,C-1708,CP-018,,,,,,,No,,11.0,,,,,,,,,Yes,Round,,,,,,27.7,,Boss,No,0.052,[],['B-005'],[],[],[],[]
484,,,Saddle,,,,boss,C-1725,CP-018,,,,,,,No,,23.11,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.24,[],['B-005'],[],[],[],[]
485,,,Saddle,,,,boss,C-1729,CP-018,,,,,,,No,,50.4,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.223,[],['B-005'],[],[],[],[]
486,,25.4,Shoulder,,,,boss,C-1731,CP-018,,,,,,,No,,8.89,,,,,,,,,Yes,Round,,,,,,12.29,,Boss,No,,[],['B-004'],[],[],[],[]
487,,14.0,Flat Bottom,,,,boss,C-1764,CP-018,,,,,,,No,,10.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.009,[],['B-004'],[],[],[],[]
488,,25.0,Shoulder,,,,boss,C-1780,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,,,,,,15.0,,Boss,Yes,0.06,[],['B-005'],[],[],[],[]
489,,60.0,Shoulder,,,,boss,C-1833,CP-018,,,,,,,No,,12.3,,,,,,,,,Yes,Round,,,,,,52.37,,Boss,Yes,0.223,[],['B-005'],[],[],[],[]
490,,25.4,Saddle,,,,boss,C-1839,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.055,[],['B-005'],[],[],[],[]
491,,25.0,Flat Bottom,,,,boss,C-1862,CP-018,,,,,,,No,,19.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.091,[],['B-004'],[],[],[],[]
492,,,,,58.72,30.18,boss,C-1919,CP-019,,,,,,,No,,35.0,,,,,,,,,Yes,,,,,,,,,,No,1.96,[],['B-012'],[],[],[],[]
493,,,Saddle,,,,boss,C-1924,CP-018,,,,,,,No,,15.0,,,,,,,,,Yes,Round,,,,,,,,Boss,No,0.09,[],['B-004'],[],[],[],[]
494,,,Saddle,,,,boss,C-1925,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,,,,,,,,Boss,Yes,0.197,[],['B-005'],[],[],[],[]
