,tube_assembly_id,physical_volume,material_volume
3320,TA-01809,2633.6951392,1440.24681576
3321,TA-01809,2633.6951392,1440.24681576
3322,TA-01809,2633.6951392,1440.24681576
3323,TA-01810,3203.14273686,1751.65153268
3324,TA-01810,3203.14273686,1751.65153268
3325,TA-01810,3203.14273686,1751.65153268
3326,TA-01810,3203.14273686,1751.65153268
3327,TA-01810,3203.14273686,1751.65153268
3328,TA-01812,9754.11897263,7211.50457349
3329,TA-01812,9754.11897263,7211.50457349
3330,TA-01812,9754.11897263,7211.50457349
3331,TA-01812,9754.11897263,7211.50457349
3332,TA-01813,64130.1653233,51491.9621929
3333,TA-01814,5409.75217781,2958.34481074
3334,TA-01814,5409.75217781,2958.34481074
3335,TA-01814,5409.75217781,2958.34481074
3336,TA-01815,35342.8466671,16332.4412016
3337,TA-01815,35342.8466671,16332.4412016
3338,TA-01815,35342.8466671,16332.4412016
3339,TA-01815,35342.8466671,16332.4412016
3340,TA-01815,35342.8466671,16332.4412016
3341,TA-01815,35342.8466671,16332.4412016
3342,TA-01815,35342.8466671,16332.4412016
3343,TA-01815,35342.8466671,16332.4412016
3344,TA-01819,3515.28313624,1820.7287934
3345,TA-01819,3515.28313624,1820.7287934
3346,TA-01819,3515.28313624,1820.7287934
3347,TA-01820,3736.96765834,1935.54952812
3348,TA-01824,2945.23722225,1525.47547555
3349,TA-01825,9880.7958424,6398.61935932
3350,TA-01825,9880.7958424,6398.61935932
3351,TA-01825,9880.7958424,6398.61935932
3352,TA-01825,9880.7958424,6398.61935932
3353,TA-01826,12450.3541109,10208.3832172
3354,TA-01827,5552.11407722,3670.00288306
3355,TA-01827,5552.11407722,3670.00288306
3356,TA-01827,5552.11407722,3670.00288306
3357,TA-01827,5552.11407722,3670.00288306
3358,TA-01827,5552.11407722,3670.00288306
3359,TA-01827,5552.11407722,3670.00288306
3360,TA-01827,5552.11407722,3670.00288306
3361,TA-01827,5552.11407722,3670.00288306
3362,TA-01827,5552.11407722,3670.00288306
3363,TA-01832,1494.79994387,988.077699285
3364,TA-01832,1494.79994387,988.077699285
3365,TA-01832,1494.79994387,988.077699285
3366,TA-01833,611215.896661,549338.671495
3367,TA-01833,611215.896661,549338.671495
3368,TA-01836,24201.5229007,15997.4484646
3369,TA-01836,24201.5229007,15997.4484646
3370,TA-01836,24201.5229007,15997.4484646
3371,TA-01836,24201.5229007,15997.4484646
3372,TA-01836,24201.5229007,15997.4484646
3373,TA-01841,4243.67513744,979.026299611
3374,TA-01842,2248.5144385,518.737815465
3375,TA-01843,34263.9147365,21502.9114617
3376,TA-01845,45949.2960629,28836.2743302
3377,TA-01845,45949.2960629,28836.2743302
3378,TA-01845,45949.2960629,28836.2743302
3379,TA-01845,45949.2960629,28836.2743302
3380,TA-01845,45949.2960629,28836.2743302
3381,TA-01845,45949.2960629,28836.2743302
3382,TA-01845,45949.2960629,28836.2743302
3383,TA-01845,45949.2960629,28836.2743302
3384,TA-01846,41790.0925399,26226.0943261
3385,TA-01846,41790.0925399,26226.0943261
3386,TA-01846,41790.0925399,26226.0943261
3387,TA-01846,41790.0925399,26226.0943261
3388,TA-01846,41790.0925399,26226.0943261
3389,TA-01846,41790.0925399,26226.0943261
3390,TA-01846,41790.0925399,26226.0943261
3391,TA-01846,41790.0925399,26226.0943261
3392,TA-01848,60605.5370485,38034.0514872
3393,TA-01848,60605.5370485,38034.0514872
3394,TA-01848,60605.5370485,38034.0514872
3395,TA-01848,60605.5370485,38034.0514872
3396,TA-01848,60605.5370485,38034.0514872
3397,TA-01848,60605.5370485,38034.0514872
3398,TA-01848,60605.5370485,38034.0514872
3399,TA-01848,60605.5370485,38034.0514872
3400,TA-01849,41592.0352293,26101.8000402
3401,TA-01849,41592.0352293,26101.8000402
3402,TA-01849,41592.0352293,26101.8000402
3403,TA-01849,41592.0352293,26101.8000402
3404,TA-01849,41592.0352293,26101.8000402
3405,TA-01849,41592.0352293,26101.8000402
3406,TA-01849,41592.0352293,26101.8000402
3407,TA-01849,41592.0352293,26101.8000402
3408,TA-01850,38383.0915416,21027.5278605
3409,TA-01850,38383.0915416,21027.5278605
3410,TA-01850,38383.0915416,21027.5278605
3411,TA-01850,38383.0915416,21027.5278605
3412,TA-01850,38383.0915416,21027.5278605
3413,TA-01850,38383.0915416,21027.5278605
3414,TA-01850,38383.0915416,21027.5278605
3415,TA-01850,38383.0915416,21027.5278605
3416,TA-01851,25842.081434,14157.1474704
3417,TA-01853,50670.7479097,44301.3651541
3418,TA-01854,25549.3930694,16033.9628819
3419,TA-01855,7526.1778034,4723.18286442
3420,TA-01857,23308.5440385,17645.4305813
3421,TA-01857,23308.5440385,17645.4305813
3422,TA-01857,23308.5440385,17645.4305813
3423,TA-01857,23308.5440385,17645.4305813
3424,TA-01857,23308.5440385,17645.4305813
3425,TA-01857,23308.5440385,17645.4305813
3426,TA-01857,23308.5440385,17645.4305813
3427,TA-01857,23308.5440385,17645.4305813
3428,TA-01858,165693.345665,115209.832593
3429,TA-01858,165693.345665,115209.832593
3430,TA-01858,165693.345665,115209.832593
3431,TA-01858,165693.345665,115209.832593
3432,TA-01858,165693.345665,115209.832593
3433,TA-01859,4687.04418165,2825.17552559
3434,TA-01859,4687.04418165,2825.17552559
3435,TA-01859,4687.04418165,2825.17552559
3436,TA-01859,4687.04418165,2825.17552559
3437,TA-01859,4687.04418165,2825.17552559
3438,TA-01859,4687.04418165,2825.17552559
3439,TA-01859,4687.04418165,2825.17552559
3440,TA-01859,4687.04418165,2825.17552559
3441,TA-01862,3416.68558598,2258.46331265
3442,TA-01862,3416.68558598,2258.46331265
3443,TA-01864,495.14327654,298.02404549
3444,TA-01864,495.14327654,298.02404549
3445,TA-01864,495.14327654,298.02404549
3446,TA-01864,495.14327654,298.02404549
3447,TA-01864,495.14327654,298.02404549
3448,TA-01864,495.14327654,298.02404549
3449,TA-01864,495.14327654,298.02404549
3450,TA-01864,495.14327654,298.02404549
3451,TA-01870,32935.9861413,22901.0370598
3452,TA-01870,32935.9861413,22901.0370598
3453,TA-01870,32935.9861413,22901.0370598
3454,TA-01870,32935.9861413,22901.0370598
3455,TA-01870,32935.9861413,22901.0370598
3456,TA-01870,32935.9861413,22901.0370598
3457,TA-01870,32935.9861413,22901.0370598
3458,TA-01870,32935.9861413,22901.0370598
3459,TA-01871,33442.6936204,23253.3607069
3460,TA-01871,33442.6936204,23253.3607069
3461,TA-01871,33442.6936204,23253.3607069
3462,TA-01871,33442.6936204,23253.3607069
3463,TA-01871,33442.6936204,23253.3607069
3464,TA-01871,33442.6936204,23253.3607069
3465,TA-01871,33442.6936204,23253.3607069
3466,TA-01871,33442.6936204,23253.3607069
3467,TA-01872,139851.264231,122271.767825
3468,TA-01877,6555.52801082,3951.42793106
3469,TA-01877,6555.52801082,3951.42793106
3470,TA-01877,6555.52801082,3951.42793106
3471,TA-01877,6555.52801082,3951.42793106
3472,TA-01877,6555.52801082,3951.42793106
3473,TA-01877,6555.52801082,3951.42793106
3474,TA-01877,6555.52801082,3951.42793106
3475,TA-01877,6555.52801082,3951.42793106
3476,TA-01878,6555.52801082,3951.42793106
3477,TA-01878,6555.52801082,3951.42793106
3478,TA-01878,6555.52801082,3951.42793106
3479,TA-01878,6555.52801082,3951.42793106
3480,TA-01878,6555.52801082,3951.42793106
3481,TA-01878,6555.52801082,3951.42793106
3482,TA-01878,6555.52801082,3951.42793106
3483,TA-01878,6555.52801082,3951.42793106
3484,TA-01880,6587.19722827,3970.51695488
3485,TA-01880,6587.19722827,3970.51695488
3486,TA-01880,6587.19722827,3970.51695488
3487,TA-01880,6587.19722827,3970.51695488
3488,TA-01880,6587.19722827,3970.51695488
3489,TA-01880,6587.19722827,3970.51695488
3490,TA-01880,6587.19722827,3970.51695488
3491,TA-01880,6587.19722827,3970.51695488
3492,TA-01881,4243.67513744,2557.92919209
3493,TA-01881,4243.67513744,2557.92919209
3494,TA-01881,4243.67513744,2557.92919209
3495,TA-01881,4243.67513744,2557.92919209
3496,TA-01881,4243.67513744,2557.92919209
3497,TA-01881,4243.67513744,2557.92919209
3498,TA-01881,4243.67513744,2557.92919209
3499,TA-01881,4243.67513744,2557.92919209
3500,TA-01882,5225.42087819,3149.68893056
3501,TA-01882,5225.42087819,3149.68893056
3502,TA-01882,5225.42087819,3149.68893056
3503,TA-01882,5225.42087819,3149.68893056
3504,TA-01882,5225.42087819,3149.68893056
3505,TA-01882,5225.42087819,3149.68893056
3506,TA-01882,5225.42087819,3149.68893056
3507,TA-01882,5225.42087819,3149.68893056
3508,TA-01883,1393.44556752,839.917048149
3509,TA-01883,1393.44556752,839.917048149
3510,TA-01883,1393.44556752,839.917048149
3511,TA-01883,1393.44556752,839.917048149
3512,TA-01883,1393.44556752,839.917048149
3513,TA-01883,1393.44556752,839.917048149
3514,TA-01883,1393.44556752,839.917048149
3515,TA-01883,1393.44556752,839.917048149
3516,TA-01885,3863.64452812,2328.86090623
3517,TA-01885,3863.64452812,2328.86090623
3518,TA-01885,3863.64452812,2328.86090623
3519,TA-01885,3863.64452812,2328.86090623
3520,TA-01885,3863.64452812,2328.86090623
3521,TA-01885,3863.64452812,2328.86090623
3522,TA-01885,3863.64452812,2328.86090623
3523,TA-01885,3863.64452812,2328.86090623
3524,TA-01889,2280.18365594,1374.40971515
3525,TA-01889,2280.18365594,1374.40971515
3526,TA-01889,2280.18365594,1374.40971515
3527,TA-01889,2280.18365594,1374.40971515
3528,TA-01889,2280.18365594,1374.40971515
3529,TA-01889,2280.18365594,1374.40971515
3530,TA-01889,2280.18365594,1374.40971515
3531,TA-01889,2280.18365594,1374.40971515
3532,TA-01890,4908.72870376,2958.79869234
3533,TA-01890,4908.72870376,2958.79869234
3534,TA-01890,4908.72870376,2958.79869234
3535,TA-01890,4908.72870376,2958.79869234
3536,TA-01890,4908.72870376,2958.79869234
3537,TA-01890,4908.72870376,2958.79869234
3538,TA-01890,4908.72870376,2958.79869234
3539,TA-01890,4908.72870376,2958.79869234
3540,TA-01893,1298.43791519,299.552823015
3541,TA-01896,4845.39026887,1117.8434615
3542,TA-01898,293288.622745,218314.419819
3543,TA-01898,293288.622745,218314.419819
3544,TA-01898,293288.622745,218314.419819
3545,TA-01898,293288.622745,218314.419819
3546,TA-01900,82339.9653533,74004.1733621
3547,TA-01901,54154.3618285,40972.1259567
3548,TA-01901,54154.3618285,40972.1259567
3549,TA-01901,54154.3618285,40972.1259567
3550,TA-01901,54154.3618285,40972.1259567
3551,TA-01901,54154.3618285,40972.1259567
3552,TA-01901,54154.3618285,40972.1259567
3553,TA-01901,54154.3618285,40972.1259567
3554,TA-01901,54154.3618285,40972.1259567
3555,TA-01902,2185.17600361,1317.14264369
3556,TA-01902,2185.17600361,1317.14264369
3557,TA-01902,2185.17600361,1317.14264369
3558,TA-01902,2185.17600361,1317.14264369
3559,TA-01902,2185.17600361,1317.14264369
3560,TA-01902,2185.17600361,1317.14264369
3561,TA-01902,2185.17600361,1317.14264369
3562,TA-01902,2185.17600361,1317.14264369
3563,TA-01903,2090.16835128,482.20698339
3564,TA-01903,2090.16835128,482.20698339
3565,TA-01903,2090.16835128,482.20698339
3566,TA-01903,2090.16835128,482.20698339
3567,TA-01909,3673.62922346,2214.3267633
3568,TA-01909,3673.62922346,2214.3267633
3569,TA-01909,3673.62922346,2214.3267633
3570,TA-01909,3673.62922346,2214.3267633
3571,TA-01909,3673.62922346,2214.3267633
3572,TA-01909,3673.62922346,2214.3267633
3573,TA-01909,3673.62922346,2214.3267633
3574,TA-01909,3673.62922346,2214.3267633
3575,TA-01910,1138.89519533,622.809433841
3576,TA-01910,1138.89519533,622.809433841
3577,TA-01910,1138.89519533,622.809433841
3578,TA-01910,1138.89519533,622.809433841
3579,TA-01910,1138.89519533,622.809433841
3580,TA-01910,1138.89519533,622.809433841
3581,TA-01910,1138.89519533,622.809433841
3582,TA-01910,1138.89519533,622.809433841
3583,TA-01915,4845.39026887,1117.8434615
3584,TA-01915,4845.39026887,1117.8434615
3585,TA-01917,1361.77635007,314.165155845
3586,TA-01921,84715.1566616,68020.2463536
3587,TA-01921,84715.1566616,68020.2463536
3588,TA-01921,84715.1566616,68020.2463536
3589,TA-01921,84715.1566616,68020.2463536
3590,TA-01922,3198.5909618,737.922807915
3591,TA-01924,4982.66647956,3293.59233095
3592,TA-01924,4982.66647956,3293.59233095
3593,TA-01924,4982.66647956,3293.59233095
3594,TA-01924,4982.66647956,3293.59233095
3595,TA-01924,4982.66647956,3293.59233095
3596,TA-01924,4982.66647956,3293.59233095
3597,TA-01924,4982.66647956,3293.59233095
3598,TA-01924,4982.66647956,3293.59233095
3599,TA-01929,38763.122151,29327.4164743
3600,TA-01929,38763.122151,29327.4164743
3601,TA-01929,38763.122151,29327.4164743
3602,TA-01929,38763.122151,29327.4164743
3603,TA-01929,38763.122151,29327.4164743
3604,TA-01929,38763.122151,29327.4164743
3605,TA-01929,38763.122151,29327.4164743
3606,TA-01929,38763.122151,29327.4164743
3607,TA-01930,8114.62826671,5363.85036754
3608,TA-01930,8114.62826671,5363.85036754
3609,TA-01930,8114.62826671,5363.85036754
3610,TA-01930,8114.62826671,5363.85036754
3611,TA-01930,8114.62826671,5363.85036754
3612,TA-01934,5765.65692635,3811.1568401
3613,TA-01936,793503.912267,726263.446516
3614,TA-01938,26348.7889131,19947.0084832
3615,TA-01938,26348.7889131,19947.0084832
3616,TA-01938,26348.7889131,19947.0084832
3617,TA-01938,26348.7889131,19947.0084832
3618,TA-01941,2128171.41221,2019010.42944
3619,TA-01942,87153.6864048,76198.3480651
3620,TA-01945,13467.8971219,10617.8606028
3621,TA-01946,1782.51579554,1405.30507979
3622,TA-01946,1782.51579554,1405.30507979
3623,TA-01946,1782.51579554,1405.30507979
3624,TA-01946,1782.51579554,1405.30507979
3625,TA-01946,1782.51579554,1405.30507979
3626,TA-01946,1782.51579554,1405.30507979
3627,TA-01946,1782.51579554,1405.30507979
3628,TA-01951,17429.0433342,12410.2962913
3629,TA-01951,17429.0433342,12410.2962913
3630,TA-01951,17429.0433342,12410.2962913
3631,TA-01959,28520.2527287,17898.3771704
3632,TA-01961,22801.8365594,10166.0932961
3633,TA-01961,22801.8365594,10166.0932961
3634,TA-01961,22801.8365594,10166.0932961
3635,TA-01961,22801.8365594,10166.0932961
3636,TA-01961,22801.8365594,10166.0932961
3637,TA-01961,22801.8365594,10166.0932961
3638,TA-01961,22801.8365594,10166.0932961
3639,TA-01961,22801.8365594,10166.0932961
3640,TA-01963,22041.7753407,9827.22351952
3641,TA-01963,22041.7753407,9827.22351952
3642,TA-01963,22041.7753407,9827.22351952
3643,TA-01963,22041.7753407,9827.22351952
3644,TA-01963,22041.7753407,9827.22351952
3645,TA-01963,22041.7753407,9827.22351952
3646,TA-01963,22041.7753407,9827.22351952
3647,TA-01963,22041.7753407,9827.22351952
3648,TA-01964,20394.9760337,9093.00567036
3649,TA-01964,20394.9760337,9093.00567036
3650,TA-01964,20394.9760337,9093.00567036
3651,TA-01964,20394.9760337,9093.00567036
3652,TA-01964,20394.9760337,9093.00567036
3653,TA-01964,20394.9760337,9093.00567036
3654,TA-01964,20394.9760337,9093.00567036
3655,TA-01964,20394.9760337,9093.00567036
3656,TA-01965,3356.93704902,2023.43652509
3657,TA-01965,3356.93704902,2023.43652509
3658,TA-01965,3356.93704902,2023.43652509
3659,TA-01965,3356.93704902,2023.43652509
3660,TA-01965,3356.93704902,2023.43652509
3661,TA-01965,3356.93704902,2023.43652509
3662,TA-01965,3356.93704902,2023.43652509
3663,TA-01965,3356.93704902,2023.43652509
3664,TA-01971,20521.6529034,12436.6862979
3665,TA-01971,20521.6529034,12436.6862979
3666,TA-01971,20521.6529034,12436.6862979
3667,TA-01971,20521.6529034,12436.6862979
3668,TA-01971,20521.6529034,12436.6862979
3669,TA-01971,20521.6529034,12436.6862979
3670,TA-01971,20521.6529034,12436.6862979
3671,TA-01971,20521.6529034,12436.6862979
3672,TA-01975,7980.64279579,5168.11563638
3673,TA-01978,3131.96178715,1712.72594306
3674,TA-01983,69925.6321155,45904.9700755
3675,TA-01983,69925.6321155,45904.9700755
3676,TA-01984,69925.6321155,45904.9700755
3677,TA-01984,69925.6321155,45904.9700755
3678,TA-01984,69925.6321155,45904.9700755
3679,TA-01984,69925.6321155,45904.9700755
3680,TA-01985,43893.5353768,30003.4861138
3681,TA-01987,3926.98296301,2367.03895387
3682,TA-01987,3926.98296301,2367.03895387
3683,TA-01987,3926.98296301,2367.03895387
3684,TA-01987,3926.98296301,2367.03895387
3685,TA-01987,3926.98296301,2367.03895387
3686,TA-01987,3926.98296301,2367.03895387
3687,TA-01987,3926.98296301,2367.03895387
3688,TA-01987,3926.98296301,2367.03895387
3689,TA-01988,27728.0234862,21860.3012411
3690,TA-01988,27728.0234862,21860.3012411
3691,TA-01988,27728.0234862,21860.3012411
3692,TA-01988,27728.0234862,21860.3012411
3693,TA-01988,27728.0234862,21860.3012411
3694,TA-01988,27728.0234862,21860.3012411
3695,TA-01988,27728.0234862,21860.3012411
3696,TA-01988,27728.0234862,21860.3012411
3697,TA-01989,21192.1322359,16707.5159486
3698,TA-01989,21192.1322359,16707.5159486
3699,TA-01989,21192.1322359,16707.5159486
3700,TA-01989,21192.1322359,16707.5159486
3701,TA-01989,21192.1322359,16707.5159486
3702,TA-01989,21192.1322359,16707.5159486
3703,TA-01989,21192.1322359,16707.5159486
3704,TA-01989,21192.1322359,16707.5159486
3705,TA-01990,2913.56800481,672.16731018
3706,TA-01993,39611.4621232,24858.8571812
3707,TA-01993,39611.4621232,24858.8571812
3708,TA-01993,39611.4621232,24858.8571812
3709,TA-01993,39611.4621232,24858.8571812
3710,TA-01993,39611.4621232,24858.8571812
3711,TA-01993,39611.4621232,24858.8571812
3712,TA-01993,39611.4621232,24858.8571812
3713,TA-01993,39611.4621232,24858.8571812
3714,TA-01994,60963.2435789,48949.1492451
3715,TA-01995,32429.2786622,22548.7134127
3716,TA-01995,32429.2786622,22548.7134127
3717,TA-01995,32429.2786622,22548.7134127
3718,TA-01995,32429.2786622,22548.7134127
3719,TA-01995,32429.2786622,22548.7134127
3720,TA-01995,32429.2786622,22548.7134127
3721,TA-01995,32429.2786622,22548.7134127
3722,TA-01995,32429.2786622,22548.7134127
3723,TA-01996,16214.6393311,11274.3567064
3724,TA-01996,16214.6393311,11274.3567064
3725,TA-01996,16214.6393311,11274.3567064
3726,TA-01996,16214.6393311,11274.3567064
3727,TA-01996,16214.6393311,11274.3567064
3728,TA-01996,16214.6393311,11274.3567064
3729,TA-01996,16214.6393311,11274.3567064
3730,TA-01996,16214.6393311,11274.3567064
3731,TA-01998,13047.7175868,7147.97151693
3732,TA-01998,13047.7175868,7147.97151693
3733,TA-01998,13047.7175868,7147.97151693
3734,TA-01998,13047.7175868,7147.97151693
3735,TA-02001,560545.148752,503797.641734
3736,TA-02003,13681.1019356,7494.96042552
3737,TA-02005,46939.582616,29457.7457597
3738,TA-02005,46939.582616,29457.7457597
3739,TA-02005,46939.582616,29457.7457597
3740,TA-02005,46939.582616,29457.7457597
3741,TA-02005,46939.582616,29457.7457597
3742,TA-02005,46939.582616,29457.7457597
3743,TA-02005,46939.582616,29457.7457597
3744,TA-02005,46939.582616,29457.7457597
3745,TA-02006,46939.582616,29457.7457597
3746,TA-02008,7062.23548992,4256.85231221
3747,TA-02008,7062.23548992,4256.85231221
3748,TA-02008,7062.23548992,4256.85231221
3749,TA-02008,7062.23548992,4256.85231221
3750,TA-02008,7062.23548992,4256.85231221
3751,TA-02008,7062.23548992,4256.85231221
3752,TA-02008,7062.23548992,4256.85231221
3753,TA-02008,7062.23548992,4256.85231221
3754,TA-02012,6713.87409804,4046.87305017
3755,TA-02012,6713.87409804,4046.87305017
3756,TA-02012,6713.87409804,4046.87305017
3757,TA-02012,6713.87409804,4046.87305017
3758,TA-02012,6713.87409804,4046.87305017
3759,TA-02012,6713.87409804,4046.87305017
3760,TA-02012,6713.87409804,4046.87305017
3761,TA-02012,6713.87409804,4046.87305017
3762,TA-02014,2818.56035248,1698.92312012
3763,TA-02014,2818.56035248,1698.92312012
3764,TA-02014,2818.56035248,1698.92312012
3765,TA-02014,2818.56035248,1698.92312012
3766,TA-02016,2090.16835128,1259.87557222
3767,TA-02016,2090.16835128,1259.87557222
3768,TA-02016,2090.16835128,1259.87557222
3769,TA-02016,2090.16835128,1259.87557222
3770,TA-02016,2090.16835128,1259.87557222
3771,TA-02016,2090.16835128,1259.87557222
3772,TA-02016,2090.16835128,1259.87557222
3773,TA-02016,2090.16835128,1259.87557222
3774,TA-02017,2628.54504782,1584.38897719
3775,TA-02019,2121.83756872,1278.96459604
3776,TA-02020,15676.2626346,11860.3522506
3777,TA-02020,15676.2626346,11860.3522506
3778,TA-02020,15676.2626346,11860.3522506
3779,TA-02020,15676.2626346,11860.3522506
3780,TA-02020,15676.2626346,11860.3522506
3781,TA-02020,15676.2626346,11860.3522506
3782,TA-02020,15676.2626346,11860.3522506
3783,TA-02020,15676.2626346,11860.3522506
3784,TA-02021,21715.3092003,15744.1845746
3785,TA-02021,21715.3092003,15744.1845746
3786,TA-02021,21715.3092003,15744.1845746
3787,TA-02021,21715.3092003,15744.1845746
3788,TA-02021,21715.3092003,15744.1845746
3789,TA-02021,21715.3092003,15744.1845746
3790,TA-02021,21715.3092003,15744.1845746
3791,TA-02021,21715.3092003,15744.1845746
3792,TA-02023,2989.59988773,1634.87476383
3793,TA-02023,2989.59988773,1634.87476383
3794,TA-02023,2989.59988773,1634.87476383
3795,TA-02023,2989.59988773,1634.87476383
3796,TA-02023,2989.59988773,1634.87476383
3797,TA-02026,11289.2667051,7084.77429664
3798,TA-02026,11289.2667051,7084.77429664
3799,TA-02026,11289.2667051,7084.77429664
3800,TA-02028,17230.9860236,10813.6028738
3801,TA-02028,17230.9860236,10813.6028738
3802,TA-02028,17230.9860236,10813.6028738
3803,TA-02028,17230.9860236,10813.6028738
3804,TA-02030,34461.9720472,21627.2057476
3805,TA-02030,34461.9720472,21627.2057476
3806,TA-02030,34461.9720472,21627.2057476
3807,TA-02032,29510.5392818,18519.8486
3808,TA-02032,29510.5392818,18519.8486
3809,TA-02032,29510.5392818,18519.8486
3810,TA-02032,29510.5392818,18519.8486
3811,TA-02038,14260.1263643,8949.18858522
3812,TA-02038,14260.1263643,8949.18858522
3813,TA-02038,14260.1263643,8949.18858522
3814,TA-02039,17825.1579554,11186.4857315
3815,TA-02039,17825.1579554,11186.4857315
3816,TA-02039,17825.1579554,11186.4857315
3817,TA-02039,17825.1579554,11186.4857315
3818,TA-02040,11685.9412367,7987.94110822
3819,TA-02040,11685.9412367,7987.94110822
3820,TA-02040,11685.9412367,7987.94110822
3821,TA-02040,11685.9412367,7987.94110822
3822,TA-02040,11685.9412367,7987.94110822
3823,TA-02043,17627.1006448,11062.1914456
3824,TA-02043,17627.1006448,11062.1914456
3825,TA-02043,17627.1006448,11062.1914456
3826,TA-02043,17627.1006448,11062.1914456
3827,TA-02043,17627.1006448,11062.1914456
3828,TA-02043,17627.1006448,11062.1914456
3829,TA-02044,17230.9860236,10813.6028738
3830,TA-02046,6691.00927255,3659.00542381
3831,TA-02046,6691.00927255,3659.00542381
3832,TA-02046,6691.00927255,3659.00542381
3833,TA-02046,6691.00927255,3659.00542381
3834,TA-02046,6691.00927255,3659.00542381
3835,TA-02046,6691.00927255,3659.00542381
3836,TA-02047,7220.58157714,3955.67355791
3837,TA-02047,7220.58157714,3955.67355791
3838,TA-02047,7220.58157714,3955.67355791
3839,TA-02048,30104.7112136,18892.7314577
3840,TA-02048,30104.7112136,18892.7314577
3841,TA-02048,30104.7112136,18892.7314577
3842,TA-02048,30104.7112136,18892.7314577
3843,TA-02048,30104.7112136,18892.7314577
3844,TA-02049,4180.33670255,2290.12679669
3845,TA-02049,4180.33670255,2290.12679669
3846,TA-02049,4180.33670255,2290.12679669
3847,TA-02049,4180.33670255,2290.12679669
3848,TA-02051,475038.261654,426947.154012
3849,TA-02052,1637.16184328,895.288561146
3850,TA-02052,1637.16184328,895.288561146
3851,TA-02052,1637.16184328,895.288561146
3852,TA-02052,1637.16184328,895.288561146
3853,TA-02052,1637.16184328,895.288561146
3854,TA-02052,1637.16184328,895.288561146
3855,TA-02052,1637.16184328,895.288561146
3856,TA-02052,1637.16184328,895.288561146
3857,TA-02053,2989.59988773,1634.87476383
3858,TA-02053,2989.59988773,1634.87476383
3859,TA-02053,2989.59988773,1634.87476383
3860,TA-02053,2989.59988773,1634.87476383
3861,TA-02053,2989.59988773,1634.87476383
3862,TA-02053,2989.59988773,1634.87476383
3863,TA-02053,2989.59988773,1634.87476383
3864,TA-02053,2989.59988773,1634.87476383
3865,TA-02054,1494.79994387,817.437381916
3866,TA-02054,1494.79994387,817.437381916
3867,TA-02054,1494.79994387,817.437381916
3868,TA-02054,1494.79994387,817.437381916
3869,TA-02054,1494.79994387,817.437381916
3870,TA-02054,1494.79994387,817.437381916
3871,TA-02054,1494.79994387,817.437381916
3872,TA-02054,1494.79994387,817.437381916
3873,TA-02055,996.533295912,544.958254611
3874,TA-02055,996.533295912,544.958254611
3875,TA-02055,996.533295912,544.958254611
3876,TA-02055,996.533295912,544.958254611
3877,TA-02055,996.533295912,544.958254611
3878,TA-02055,996.533295912,544.958254611
3879,TA-02055,996.533295912,544.958254611
3880,TA-02055,996.533295912,544.958254611
3881,TA-02058,2704.8760889,1479.17240537
3882,TA-02058,2704.8760889,1479.17240537
3883,TA-02058,2704.8760889,1479.17240537
3884,TA-02058,2704.8760889,1479.17240537
3885,TA-02058,2704.8760889,1479.17240537
3886,TA-02058,2704.8760889,1479.17240537
3887,TA-02058,2704.8760889,1479.17240537
3888,TA-02058,2704.8760889,1479.17240537
3889,TA-02064,4911.48552985,2096.62008303
3890,TA-02064,4911.48552985,2096.62008303
3891,TA-02064,4911.48552985,2096.62008303
3892,TA-02064,4911.48552985,2096.62008303
3893,TA-02064,4911.48552985,2096.62008303
3894,TA-02064,4911.48552985,2096.62008303
3895,TA-02064,4911.48552985,2096.62008303
3896,TA-02064,4911.48552985,2096.62008303
3897,TA-02065,6050.38072518,2582.79285591
3898,TA-02065,6050.38072518,2582.79285591
3899,TA-02065,6050.38072518,2582.79285591
3900,TA-02065,6050.38072518,2582.79285591
3901,TA-02065,6050.38072518,2582.79285591
3902,TA-02065,6050.38072518,2582.79285591
3903,TA-02065,6050.38072518,2582.79285591
3904,TA-02065,6050.38072518,2582.79285591
3905,TA-02067,40799.8059869,25604.6228966
3906,TA-02067,40799.8059869,25604.6228966
3907,TA-02067,40799.8059869,25604.6228966
3908,TA-02067,40799.8059869,25604.6228966
3909,TA-02067,40799.8059869,25604.6228966
3910,TA-02067,40799.8059869,25604.6228966
3911,TA-02067,40799.8059869,25604.6228966
3912,TA-02067,40799.8059869,25604.6228966
3913,TA-02069,34772.8007531,16069.0147307
3914,TA-02069,34772.8007531,16069.0147307
3915,TA-02069,34772.8007531,16069.0147307
3916,TA-02069,34772.8007531,16069.0147307
3917,TA-02069,34772.8007531,16069.0147307
3918,TA-02069,34772.8007531,16069.0147307
3919,TA-02069,34772.8007531,16069.0147307
3920,TA-02069,34772.8007531,16069.0147307
3921,TA-02072,3630.22843511,2399.61726969
3922,TA-02072,3630.22843511,2399.61726969
3923,TA-02072,3630.22843511,2399.61726969
3924,TA-02072,3630.22843511,2399.61726969
3925,TA-02072,3630.22843511,2399.61726969
3926,TA-02072,3630.22843511,2399.61726969
3927,TA-02072,3630.22843511,2399.61726969
3928,TA-02072,3630.22843511,2399.61726969
3929,TA-02073,3701.40938481,2446.6685887
3930,TA-02073,3701.40938481,2446.6685887
3931,TA-02073,3701.40938481,2446.6685887
3932,TA-02073,3701.40938481,2446.6685887
