,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,material,mj_class_code,mj_plug_class_code,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,type,unique_feature,weight,component_thread_pitch,component_connection_type,component_nominal_size,component_length,component_thread_size,component_end_form
362,,35.0,Shoulder,,0.0,0.0,boss,C-0111,CP-018,,,,,,,No,,19.0,,,,,,,,,Yes,Round,0.0,,,,,30.0,0.0,Boss,Yes,0.1,9999.0,['B-009'],[],0.0,9999.0,[]
363,,25.4,Saddle,,0.0,0.0,boss,C-0117,CP-018,,,,,,,No,,22.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.081,9999.0,['B-005'],[],0.0,9999.0,[]
364,,,Saddle,,0.0,0.0,boss,C-0151,CP-018,,,,,,,No,,17.9,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.047,9999.0,['B-005'],[],0.0,9999.0,[]
365,,,,,76.2,0.0,boss,C-0161,CP-020,,,,,,,No,,19.2,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.559,9999.0,['9999'],[],0.0,9999.0,[]
366,,30.0,Shoulder,,0.0,0.0,boss,C-0165,CP-018,,,,,,,No,,12.0,,,,,,,,,Yes,Round,0.0,,,,,25.0,0.0,Boss,No,0.046,9999.0,['B-005'],[],0.0,9999.0,[]
367,,,Saddle,,0.0,0.0,boss,C-0177,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.122,9999.0,['B-005'],[],0.0,9999.0,[]
368,,33.33,Shoulder,,0.0,0.0,boss,C-0199,CP-018,,,,,,,No,,23.6,,,,,,,,,Yes,Round,0.0,,,,,23.9,0.0,Boss,Yes,0.1,9999.0,['B-004'],[],0.0,9999.0,[]
369,,,Saddle,,0.0,0.0,boss,C-0208,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.023,9999.0,['B-002'],[],0.0,9999.0,[]
370,,,Saddle,,0.0,0.0,boss,C-0209,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.022,9999.0,['B-002'],[],0.0,9999.0,[]
371,,,Saddle,,0.0,0.0,boss,C-0213,CP-018,,,,,,,No,,22.35,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.159,9999.0,['B-002'],[],0.0,9999.0,[]
372,,,Saddle,,0.0,0.0,boss,C-0214,CP-018,,,,,,,No,,19.05,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.059,9999.0,['B-002'],[],0.0,9999.0,[]
373,,,Saddle,,0.0,0.0,boss,C-0215,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.033,9999.0,['B-002'],[],0.0,9999.0,[]
374,,32.0,Flat Bottom,,0.0,0.0,boss,C-0242,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.08,9999.0,['B-005'],[],0.0,9999.0,[]
375,,,,,88.9,50.8,boss,C-0243,CP-019,,,,,,,No,,36.0,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,4.034,9999.0,['B-012'],[],0.0,9999.0,[]
376,,26.9,Shoulder,,0.0,0.0,boss,C-0245,CP-018,,,,,,,No,,20.5,,,,,,,,,Yes,Round,0.0,,,,,20.6,0.0,Boss,Yes,0.1,9999.0,['B-004'],[],0.0,9999.0,[]
377,,,Saddle,,0.0,0.0,boss,C-0255,CP-018,,,,,,,No,,25.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.127,9999.0,['B-005'],[],0.0,9999.0,[]
378,,,,,77.77,42.88,boss,C-0257,CP-019,,,,,,,No,,27.2,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.63,9999.0,['B-012'],[],0.0,9999.0,[]
379,,,Saddle,,0.0,0.0,boss,C-0258,CP-018,,,,,,,No,,20.9,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.192,9999.0,['B-005'],[],0.0,9999.0,[]
380,,,Saddle,,0.0,0.0,boss,C-0260,CP-018,,,,,,,No,,25.4,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.186,9999.0,['B-005'],[],0.0,9999.0,[]
381,,,Saddle,,0.0,0.0,boss,C-0262,CP-018,,,,,,,No,,20.6,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.158,9999.0,['B-009'],[],0.0,9999.0,[]
382,,,,,120.7,69.9,boss,C-0269,CP-019,,,,,,,No,,10.55,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,3.361,9999.0,['B-012'],[],0.0,9999.0,[]
383,,40.0,Saddle,,0.0,0.0,boss,C-0274,CP-018,,,,,,,No,,39.33,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.378,9999.0,['B-005'],[],0.0,9999.0,[]
384,,,Saddle,,0.0,0.0,boss,C-0278,CP-018,,,,,,,No,,14.22,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.015,9999.0,['B-002'],[],0.0,9999.0,[]
385,,,,,57.15,27.76,boss,C-0307,CP-019,,,,,,,No,,9999.0,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.05,9999.0,['B-013'],[],0.0,9999.0,[]
386,,,Saddle,,0.0,0.0,boss,C-0348,CP-018,,,,,,,No,,19.1,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.045,9999.0,['B-005'],[],0.0,9999.0,[]
387,,35.0,Shoulder,,0.0,0.0,boss,C-0356,CP-018,,,,,,,No,,8.0,,,,,,,,,Yes,Round,0.0,,,,,30.0,0.0,Boss,Yes,0.12,9999.0,['B-005'],[],0.0,9999.0,[]
388,,,Saddle,,0.0,0.0,boss,C-0358,CP-018,,,,,,,No,,38.4,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.154,9999.0,['B-009'],[],0.0,9999.0,[]
389,,,,,58.72,30.18,boss,C-0387,CP-019,,,,,,,No,,24.0,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.939,9999.0,['B-012'],[],0.0,9999.0,[]
390,,22.0,Shoulder,,0.0,0.0,boss,C-0393,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Hex,0.0,,,,,12.24,0.0,Boss,Yes,0.06,9999.0,['B-005'],[],0.0,9999.0,[]
391,,30.0,Shoulder,,0.0,0.0,boss,C-0405,CP-018,,,,,,,No,,10.0,,,,,,,,,Yes,Round,0.0,,,,,20.0,0.0,Boss,Yes,0.05,9999.0,['B-005'],[],0.0,9999.0,[]
392,,,Saddle,,0.0,0.0,boss,C-0411,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.034,9999.0,['B-002'],[],0.0,9999.0,[]
393,,15.88,Shoulder,,0.0,0.0,boss,C-0425,CP-018,,,,,,,No,,8.73,,,,,,,,,Yes,Round,0.0,,,,,12.29,0.0,Boss,No,0.005,9999.0,['B-004'],[],0.0,9999.0,[]
394,,22.0,Shoulder,,0.0,0.0,boss,C-0426,CP-018,,,,,,,No,,6.0,,,,,,,,,Yes,Round,0.0,,,,,18.2,0.0,Boss,No,0.023,9999.0,['B-004'],[],0.0,9999.0,[]
395,,38.1,Saddle,,0.0,0.0,boss,C-0432,CP-018,,,,,,,No,,22.23,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.063,9999.0,['B-004'],[],0.0,9999.0,[]
396,,,Saddle,,0.0,0.0,boss,C-0474,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.054,9999.0,['B-005'],[],0.0,9999.0,[]
397,,,Saddle,,0.0,0.0,boss,C-0475,CP-018,,,,,,,No,,15.8,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.05,9999.0,['B-005'],[],0.0,9999.0,[]
398,,,Saddle,,0.0,0.0,boss,C-0483,CP-018,,,,,,,No,,12.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.08,9999.0,['B-004'],[],0.0,9999.0,[]
399,,38.1,Shoulder,,0.0,0.0,boss,C-0486,CP-018,,,,,,,No,,25.4,,,,,,,,,Yes,Round,0.0,,,,,26.9,0.0,Boss,Yes,0.114,9999.0,['B-004'],[],0.0,9999.0,[]
400,,,Saddle,,0.0,0.0,boss,C-0493,CP-018,,,,,,,No,,16.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.015,9999.0,['B-004'],[],0.0,9999.0,[]
401,,,Saddle,,0.0,0.0,boss,C-0495,CP-018,,,,,,,No,,25.4,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Boss,No,0.083,9999.0,['B-005'],[],0.0,9999.0,[]
402,,,Saddle,,0.0,0.0,boss,C-0497,CP-018,,,,,,,No,,16.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.052,9999.0,['B-005'],[],0.0,9999.0,[]
403,,,Saddle,,0.0,0.0,boss,C-0499,CP-018,,,,,,,No,,29.3,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Boss,No,0.082,9999.0,['B-005'],[],0.0,9999.0,[]
404,,,Saddle,,0.0,0.0,boss,C-0502,CP-018,,,,,,,No,,31.9,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Stud,No,0.269,9999.0,['B-002'],[],0.0,9999.0,[]
405,,,Saddle,,0.0,0.0,boss,C-0506,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.093,9999.0,['B-005'],[],0.0,9999.0,[]
406,,,,,77.77,57.94,boss,C-0513,CP-019,,,,,,,No,,35.0,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,2.14,9999.0,['9999'],[],0.0,9999.0,[]
407,,25.0,Shoulder,,0.0,0.0,boss,C-0520,CP-018,,,,,,,No,,9.5,,,,,,,,,Yes,Round,0.0,,,,,18.0,0.0,Boss,Yes,0.021,9999.0,['B-005'],[],0.0,9999.0,[]
408,,,Saddle,,0.0,0.0,boss,C-0533,CP-018,,,,,,,No,,16.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.026,9999.0,['B-010'],[],0.0,9999.0,[]
409,,,Saddle,,0.0,0.0,boss,C-0534,CP-018,,,,,,,No,,21.6,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.217,9999.0,['B-005'],[],0.0,9999.0,[]
410,,,Saddle,,0.0,0.0,boss,C-0539,CP-018,,,,,,,No,,14.17,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Boss,Yes,0.003,9999.0,['B-005'],[],0.0,9999.0,[]
411,,33.38,Saddle,,0.0,0.0,boss,C-0544,CP-018,,,,,,,No,,22.35,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.129,9999.0,['B-002'],[],0.0,9999.0,[]
412,,,Saddle,,0.0,0.0,boss,C-0547,CP-018,,,,,,,No,,14.3,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.012,9999.0,['B-002'],[],0.0,9999.0,[]
413,,,Saddle,,0.0,0.0,boss,C-0548,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.059,9999.0,['B-002'],[],0.0,9999.0,[]
414,,,Saddle,,0.0,0.0,boss,C-0549,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.059,9999.0,['B-002'],[],0.0,9999.0,[]
415,,,,,77.8,42.9,boss,C-0555,CP-019,,,,,,,No,,27.6,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.612,9999.0,['B-012'],[],0.0,9999.0,[]
416,,18.24,Saddle,,0.0,0.0,boss,C-0556,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.059,9999.0,['B-002'],[],0.0,9999.0,[]
417,,25.0,Shoulder,,0.0,0.0,boss,C-0569,CP-018,,,,,,,No,,15.0,,,,,,,,,Yes,Round,0.0,,,,,22.5,0.0,Boss,No,0.037,9999.0,['B-005'],[],0.0,9999.0,[]
418,,,Saddle,,0.0,0.0,boss,C-0575,CP-018,,,,,,,No,,21.4,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.075,9999.0,['9999'],[],0.0,9999.0,[]
419,,,Saddle,,0.0,0.0,boss,C-0623,CP-018,,,,,,,No,,15.8,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.021,9999.0,['B-002'],[],0.0,9999.0,[]
420,,20.0,Saddle,,0.0,0.0,boss,C-0624,CP-018,,,,,,,No,,19.3,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.06,9999.0,['B-002'],[],0.0,9999.0,[]
421,,,,,106.38,61.93,boss,C-0641,CP-019,,,,,,,No,,16.9,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.304,9999.0,['B-012'],[],0.0,9999.0,[]
422,,,,,120.65,69.85,boss,C-0643,CP-019,,,,,,,No,,20.07,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,3.361,9999.0,['B-012'],[],0.0,9999.0,[]
423,,,Saddle,,0.0,0.0,boss,C-0678,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.112,9999.0,['B-005'],[],0.0,9999.0,[]
424,,,Saddle,,0.0,0.0,boss,C-0697,CP-018,,,,,,,No,,14.2,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.014,9999.0,['B-002'],[],0.0,9999.0,[]
425,,22.0,Shoulder,,0.0,0.0,boss,C-0699,CP-018,,,,,,,No,,17.5,,,,,,,,,Yes,Round,0.0,,,,,18.0,0.0,Boss,No,0.044,9999.0,['B-011'],[],0.0,9999.0,[]
426,,,Saddle,,0.0,0.0,boss,C-0700,CP-018,,,,,,,No,,36.6,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Stud,No,0.265,9999.0,['B-002'],[],0.0,9999.0,[]
427,,,Saddle,,0.0,0.0,boss,C-0701,CP-018,,,,,,,No,,37.6,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Stud,No,0.194,9999.0,['B-002'],[],0.0,9999.0,[]
428,,,Saddle,,0.0,0.0,boss,C-0723,CP-018,,,,,,,No,,16.6,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.076,9999.0,['B-004'],[],0.0,9999.0,[]
429,,32.0,Saddle,,0.0,0.0,boss,C-0755,CP-018,,,,,,,No,,18.8,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,2.62,9999.0,['B-005'],[],0.0,9999.0,[]
430,,,,,94.0,0.0,boss,C-0770,CP-020,,,,,,,No,,21.5,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.987,9999.0,['9999'],[],0.0,9999.0,[]
431,,,,,76.2,0.0,boss,C-0780,CP-020,,,,,,,No,,21.5,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.577,9999.0,['9999'],[],0.0,9999.0,[]
432,,,Saddle,,0.0,0.0,boss,C-0791,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Stud,No,0.034,9999.0,['B-002'],[],0.0,9999.0,[]
433,,,,,88.9,50.8,boss,C-0793,CP-019,,,,,,,No,,54.7,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,3.815,9999.0,['B-012'],[],0.0,9999.0,[]
434,,,,,94.0,0.0,boss,C-0796,CP-020,,,,,,,No,,21.2,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.987,9999.0,['9999'],[],0.0,9999.0,[]
435,,,,,106.4,61.9,boss,C-0804,CP-019,,,,,,,No,,12.5,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,2.805,9999.0,['B-012'],[],0.0,9999.0,[]
436,,,Saddle,,0.0,0.0,boss,C-0816,CP-018,,,,,,,No,,18.54,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.071,9999.0,['B-005'],[],0.0,9999.0,[]
437,,31.75,Saddle,,0.0,0.0,boss,C-0817,CP-018,,,,,,,No,,18.54,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.069,9999.0,['B-005'],[],0.0,9999.0,[]
438,,25.0,Flat Bottom,,0.0,0.0,boss,C-0837,CP-018,,,,,,,No,,20.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.059,9999.0,['B-004'],[],0.0,9999.0,[]
439,,25.4,Shoulder,,0.0,0.0,boss,C-0854,CP-018,,,,,,,No,,11.5,,,,,,,,,Yes,Round,0.0,,,,,19.0,0.0,Boss,No,0.041,9999.0,['B-004'],[],0.0,9999.0,[]
440,,,,,77.8,42.9,boss,C-0869,CP-019,,,,,,,No,,11.95,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.112,9999.0,['B-012'],[],0.0,9999.0,[]
441,,,Saddle,,0.0,0.0,boss,C-0893,CP-018,,,,,,,No,,25.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.31,9999.0,['B-005'],[],0.0,9999.0,[]
442,,,,,76.2,0.0,boss,C-0899,CP-020,,,,,,,No,,8.3,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.426,9999.0,['9999'],[],0.0,9999.0,[]
443,,28.8,Flat Bottom,,0.0,0.0,boss,C-0920,CP-018,,,,,,,No,,17.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.077,9999.0,['B-009'],[],0.0,9999.0,[]
444,,,Saddle,,0.0,0.0,boss,C-0930,CP-018,,,,,,,No,,24.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.122,9999.0,['9999'],[],0.0,9999.0,[]
445,,50.0,Saddle,,0.0,0.0,boss,C-0965,CP-018,,,,,,,No,,39.6,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.5,9999.0,['B-005'],[],0.0,9999.0,[]
446,,,Saddle,,0.0,0.0,boss,C-1029,CP-018,,,,,,,No,,45.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.411,9999.0,['B-005'],[],0.0,9999.0,[]
447,,,Saddle,,0.0,0.0,boss,C-1045,CP-018,,,,,,,No,,25.66,,,,,,,,,Yes,Hex,0.0,,,,,,0.0,Stud,No,0.01,9999.0,['B-002'],[],0.0,9999.0,[]
448,,,,,69.85,35.71,boss,C-1065,CP-019,,,,,,,No,,27.4,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.494,9999.0,['B-012'],[],0.0,9999.0,[]
449,,18.0,Flat Bottom,,0.0,0.0,boss,C-1089,CP-018,,,,,,,No,,12.5,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.037,9999.0,['B-009'],[],0.0,9999.0,[]
450,,50.8,Saddle,,0.0,0.0,boss,C-1117,CP-018,,,,,,,No,,38.1,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.523,9999.0,['B-005'],[],0.0,9999.0,[]
451,,,Saddle,,0.0,0.0,boss,C-1123,CP-018,,,,,,,No,,15.5,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.149,9999.0,['B-009'],[],0.0,9999.0,[]
452,,,Saddle,,0.0,0.0,boss,C-1124,CP-018,,,,,,,No,,15.5,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.08,9999.0,['B-009'],[],0.0,9999.0,[]
453,,,Saddle,,0.0,0.0,boss,C-1127,CP-018,,,,,,,No,,15.5,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.075,9999.0,['B-009'],[],0.0,9999.0,[]
454,,44.45,Saddle,,0.0,0.0,boss,C-1171,CP-018,,,,,,,No,,20.05,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.149,9999.0,['B-005'],[],0.0,9999.0,[]
455,,,Saddle,,0.0,0.0,boss,C-1225,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.0,9999.0,['B-004'],[],0.0,9999.0,[]
456,,,Saddle,,0.0,0.0,boss,C-1231,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.015,9999.0,['B-004'],[],0.0,9999.0,[]
457,,,Saddle,,0.0,0.0,boss,C-1233,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.058,9999.0,['B-004'],[],0.0,9999.0,[]
458,,40.0,Shoulder,,0.0,0.0,boss,C-1256,CP-018,,,,,,,No,,13.0,,,,,,,,,Yes,Round,0.0,,,,,29.0,0.0,Boss,Yes,0.14,9999.0,['B-005'],[],0.0,9999.0,[]
459,,25.0,Shoulder,,0.0,0.0,boss,C-1257,CP-018,,,,,,,No,,10.0,,,,,,,,,Yes,Round,0.0,,,,,18.0,0.0,Boss,No,0.06,9999.0,['B-005'],[],0.0,9999.0,[]
460,,,Saddle,,0.0,0.0,boss,C-1259,CP-018,,,,,,,No,,15.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.215,9999.0,['B-004'],[],0.0,9999.0,[]
461,,,,,86.0,0.0,boss,C-1308,CP-020,,,,,,,No,,12.5,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,0.454,9999.0,['9999'],[],0.0,9999.0,[]
462,,44.45,Shoulder,,0.0,0.0,boss,C-1340,CP-018,,,,,,,No,,18.3,,,,,,,,,Yes,Round,0.0,,,,,40.13,0.0,Boss,Yes,0.146,9999.0,['B-005'],[],0.0,9999.0,[]
463,,31.75,Flat Bottom,,0.0,0.0,boss,C-1410,CP-018,,,,,,,No,,22.23,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.005,9999.0,['B-004'],[],0.0,9999.0,[]
464,,25.0,Flat Bottom,,0.0,0.0,boss,C-1411,CP-018,,,,,,,No,,18.3,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.057,9999.0,['B-004'],[],0.0,9999.0,[]
465,,,Saddle,,0.0,0.0,boss,C-1417,CP-018,,,,,,,No,,12.7,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.034,9999.0,['B-004'],[],0.0,9999.0,[]
466,,31.75,Shoulder,,0.0,0.0,boss,C-1426,CP-018,,,,,,,No,,17.53,,,,,,,,,Yes,Round,0.0,,,,,24.61,0.0,Boss,Yes,0.071,9999.0,['B-005'],[],0.0,9999.0,[]
467,,,Saddle,,0.0,0.0,boss,C-1431,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.1,9999.0,['B-005'],[],0.0,9999.0,[]
468,,25.0,Flat Bottom,,0.0,0.0,boss,C-1489,CP-018,,,,,,,No,,15.7,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.04,9999.0,['B-004'],[],0.0,9999.0,[]
469,,,,,69.85,35.71,boss,C-1496,CP-019,,,,,,,No,,30.0,,,,,,,,,Yes,,0.0,,,,,,0.0,,No,1.023,9999.0,['B-012'],[],0.0,9999.0,[]
470,,,Saddle,,0.0,0.0,boss,C-1503,CP-018,,,,,,,No,,26.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.455,9999.0,['B-005'],[],0.0,9999.0,[]
471,,25.4,Shoulder,,0.0,0.0,boss,C-1505,CP-018,,,,,,,No,,4.76,,,,,,,,,Yes,Round,0.0,,,,,22.22,0.0,Boss,No,0.045,9999.0,['B-004'],[],0.0,9999.0,[]
472,,22.22,Shoulder,,0.0,0.0,boss,C-1506,CP-018,,,,,,,No,,9.53,,,,,,,,,Yes,Round,0.0,,,,,18.26,0.0,Boss,No,0.021,9999.0,['B-004'],[],0.0,9999.0,[]
473,,,Saddle,,0.0,0.0,boss,C-1507,CP-018,,,,,,,No,,19.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.15,9999.0,['B-005'],[],0.0,9999.0,[]
474,,,Saddle,,0.0,0.0,boss,C-1535,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.052,9999.0,['B-005'],[],0.0,9999.0,[]
475,,,Saddle,,0.0,0.0,boss,C-1536,CP-018,,,,,,,No,,15.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.052,9999.0,['B-005'],[],0.0,9999.0,[]
476,,31.75,Shoulder,,0.0,0.0,boss,C-1537,CP-018,,,,,,,No,,16.76,,,,,,,,,Yes,Round,0.0,,,,,27.43,0.0,Boss,Yes,0.084,9999.0,['B-005'],[],0.0,9999.0,[]
477,,20.64,Flat Bottom,,0.0,0.0,boss,C-1557,CP-018,,,,,,,No,,38.1,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.091,9999.0,['B-004'],[],0.0,9999.0,[]
478,,25.4,Flat Bottom,,0.0,0.0,boss,C-1579,CP-018,,,,,,,No,,31.75,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.114,9999.0,['B-004'],[],0.0,9999.0,[]
479,,25.0,Shoulder,,0.0,0.0,boss,C-1697,CP-018,,,,,,,No,,20.5,,,,,,,,,Yes,Round,0.0,,,,,17.8,0.0,Boss,Yes,0.066,9999.0,['B-005'],[],0.0,9999.0,[]
480,,28.0,Shoulder,,0.0,0.0,boss,C-1698,CP-018,,,,,,,No,,20.5,,,,,,,,,Yes,Round,0.0,,,,,21.8,0.0,Boss,Yes,0.073,9999.0,['B-005'],[],0.0,9999.0,[]
481,,35.0,Shoulder,,0.0,0.0,boss,C-1699,CP-018,,,,,,,No,,25.5,,,,,,,,,Yes,Round,0.0,,,,,23.8,0.0,Boss,Yes,0.083,9999.0,['B-005'],[],0.0,9999.0,[]
482,,45.0,Shoulder,,0.0,0.0,boss,C-1707,CP-018,,,,,,,No,,23.0,,,,,,,,,Yes,Round,0.0,,,,,34.9,0.0,Boss,Yes,0.182,9999.0,['B-005'],[],0.0,9999.0,[]
483,,30.0,Shoulder,,0.0,0.0,boss,C-1708,CP-018,,,,,,,No,,11.0,,,,,,,,,Yes,Round,0.0,,,,,27.7,0.0,Boss,No,0.052,9999.0,['B-005'],[],0.0,9999.0,[]
484,,,Saddle,,0.0,0.0,boss,C-1725,CP-018,,,,,,,No,,23.11,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.24,9999.0,['B-005'],[],0.0,9999.0,[]
485,,,Saddle,,0.0,0.0,boss,C-1729,CP-018,,,,,,,No,,50.4,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,Yes,0.223,9999.0,['B-005'],[],0.0,9999.0,[]
486,,25.4,Shoulder,,0.0,0.0,boss,C-1731,CP-018,,,,,,,No,,8.89,,,,,,,,,Yes,Round,0.0,,,,,12.29,0.0,Boss,No,0.0,9999.0,['B-004'],[],0.0,9999.0,[]
487,,14.0,Flat Bottom,,0.0,0.0,boss,C-1764,CP-018,,,,,,,No,,10.0,,,,,,,,,Yes,Round,0.0,,,,,,0.0,Boss,No,0.009,9999.0,['B-004'],[],0.0,9999.0,[]
