,adaptor_angle,base_diameter,base_type,blind_hole,bolt_pattern_long,bolt_pattern_wide,component_group_id,component_id,component_type_id,corresponding_shell,coupling_class,diameter,drop_length,elbow_angle,extension_length,groove,head_diameter,height_over_tube,hex_nut_size,hex_size,hose_diameter,intended_nut_pitch,intended_nut_thread,material,mj_class_code,mj_plug_class_code,orientation,outside_shape,overall_length,part_name,plating,plug_diameter,seat_angle,shoulder_diameter,thickness,type,unique_feature,weight,nominal_sizes,lengths,thread_sizes,connection_types,end_forms,thread_pitches,max_length,min_thread_pitch,min_thread_size
49,,,Saddle,,0,0,boss,C-0499,CP-018,,,,,,,FALSE,,29.3,,,,,,,,,TRUE,Hex,0,,,,,,0,Boss,FALSE,0.082,(),(),(),"('B-005',)",(),(),0,9999,9999
50,,,Saddle,,0,0,boss,C-0502,CP-018,,,,,,,FALSE,,31.9,,,,,,,,,TRUE,Hex,0,,,,,,0,Stud,FALSE,0.269,(),(),(),"('B-002',)",(),(),0,9999,9999
51,,,Saddle,,0,0,boss,C-0506,CP-018,,,,,,,FALSE,,24,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.093,(),(),(),"('B-005',)",(),(),0,9999,9999
52,,,,,77.77,57.94,boss,C-0513,CP-019,,,,,,,FALSE,,35,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,2.14,(),(),(),"('9999',)",(),(),0,9999,9999
53,,25,Shoulder,,0,0,boss,C-0520,CP-018,,,,,,,FALSE,,9.5,,,,,,,,,TRUE,Round,0,,,,,18,0,Boss,TRUE,0.021,(),(),(),"('B-005',)",(),(),0,9999,9999
54,,,Saddle,,0,0,boss,C-0533,CP-018,,,,,,,FALSE,,16,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.026,(),(),(),"('B-010',)",(),(),0,9999,9999
55,,,Saddle,,0,0,boss,C-0534,CP-018,,,,,,,FALSE,,21.6,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.217,(),(),(),"('B-005',)",(),(),0,9999,9999
56,,,Saddle,,0,0,boss,C-0539,CP-018,,,,,,,FALSE,,14.17,,,,,,,,,TRUE,Hex,0,,,,,,0,Boss,TRUE,0.003,(),(),(),"('B-005',)",(),(),0,9999,9999
57,,33.38,Saddle,,0,0,boss,C-0544,CP-018,,,,,,,FALSE,,22.35,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.129,(),(),(),"('B-002',)",(),(),0,9999,9999
58,,,Saddle,,0,0,boss,C-0547,CP-018,,,,,,,FALSE,,14.3,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.012,(),(),(),"('B-002',)",(),(),0,9999,9999
59,,,Saddle,,0,0,boss,C-0548,CP-018,,,,,,,FALSE,,17.53,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.059,(),(),(),"('B-002',)",(),(),0,9999,9999
60,,,Saddle,,0,0,boss,C-0549,CP-018,,,,,,,FALSE,,17.53,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.059,(),(),(),"('B-002',)",(),(),0,9999,9999
61,,,,,77.8,42.9,boss,C-0555,CP-019,,,,,,,FALSE,,27.6,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,1.612,(),(),(),"('B-012',)",(),(),0,9999,9999
62,,18.24,Saddle,,0,0,boss,C-0556,CP-018,,,,,,,FALSE,,17.53,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.059,(),(),(),"('B-002',)",(),(),0,9999,9999
63,,25,Shoulder,,0,0,boss,C-0569,CP-018,,,,,,,FALSE,,15,,,,,,,,,TRUE,Round,0,,,,,22.5,0,Boss,FALSE,0.037,(),(),(),"('B-005',)",(),(),0,9999,9999
64,,,Saddle,,0,0,boss,C-0575,CP-018,,,,,,,FALSE,,21.4,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.075,(),(),(),"('9999',)",(),(),0,9999,9999
65,,,Saddle,,0,0,boss,C-0623,CP-018,,,,,,,FALSE,,15.8,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.021,(),(),(),"('B-002',)",(),(),0,9999,9999
66,,20,Saddle,,0,0,boss,C-0624,CP-018,,,,,,,FALSE,,19.3,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.06,(),(),(),"('B-002',)",(),(),0,9999,9999
67,,,,,106.38,61.93,boss,C-0641,CP-019,,,,,,,FALSE,,16.9,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,0.304,(),(),(),"('B-012',)",(),(),0,9999,9999
68,,,,,120.65,69.85,boss,C-0643,CP-019,,,,,,,FALSE,,20.07,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,3.361,(),(),(),"('B-012',)",(),(),0,9999,9999
69,,,Saddle,,0,0,boss,C-0678,CP-018,,,,,,,FALSE,,20,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.112,(),(),(),"('B-005',)",(),(),0,9999,9999
70,,,Saddle,,0,0,boss,C-0697,CP-018,,,,,,,FALSE,,14.2,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.014,(),(),(),"('B-002',)",(),(),0,9999,9999
71,,22,Shoulder,,0,0,boss,C-0699,CP-018,,,,,,,FALSE,,17.5,,,,,,,,,TRUE,Round,0,,,,,18,0,Boss,FALSE,0.044,(),(),(),"('B-011',)",(),(),0,9999,9999
72,,,Saddle,,0,0,boss,C-0700,CP-018,,,,,,,FALSE,,36.6,,,,,,,,,TRUE,Hex,0,,,,,,0,Stud,FALSE,0.265,(),(),(),"('B-002',)",(),(),0,9999,9999
73,,,Saddle,,0,0,boss,C-0701,CP-018,,,,,,,FALSE,,37.6,,,,,,,,,TRUE,Hex,0,,,,,,0,Stud,FALSE,0.194,(),(),(),"('B-002',)",(),(),0,9999,9999
74,,,Saddle,,0,0,boss,C-0723,CP-018,,,,,,,FALSE,,16.6,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.076,(),(),(),"('B-004',)",(),(),0,9999,9999
75,,32,Saddle,,0,0,boss,C-0755,CP-018,,,,,,,FALSE,,18.8,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,2.62,(),(),(),"('B-005',)",(),(),0,9999,9999
76,,,,,94,0,boss,C-0770,CP-020,,,,,,,FALSE,,21.5,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,0.987,(),(),(),"('9999',)",(),(),0,9999,9999
77,,,,,76.2,0,boss,C-0780,CP-020,,,,,,,FALSE,,21.5,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,0.577,(),(),(),"('9999',)",(),(),0,9999,9999
78,,,Saddle,,0,0,boss,C-0791,CP-018,,,,,,,FALSE,,15.75,,,,,,,,,TRUE,Round,0,,,,,,0,Stud,FALSE,0.034,(),(),(),"('B-002',)",(),(),0,9999,9999
79,,,,,88.9,50.8,boss,C-0793,CP-019,,,,,,,FALSE,,54.7,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,3.815,(),(),(),"('B-012',)",(),(),0,9999,9999
80,,,,,94,0,boss,C-0796,CP-020,,,,,,,FALSE,,21.2,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,0.987,(),(),(),"('9999',)",(),(),0,9999,9999
81,,,,,106.4,61.9,boss,C-0804,CP-019,,,,,,,FALSE,,12.5,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,2.805,(),(),(),"('B-012',)",(),(),0,9999,9999
82,,,Saddle,,0,0,boss,C-0816,CP-018,,,,,,,FALSE,,18.54,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.071,(),(),(),"('B-005',)",(),(),0,9999,9999
83,,31.75,Saddle,,0,0,boss,C-0817,CP-018,,,,,,,FALSE,,18.54,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.069,(),(),(),"('B-005',)",(),(),0,9999,9999
84,,25,Flat Bottom,,0,0,boss,C-0837,CP-018,,,,,,,FALSE,,20,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.059,(),(),(),"('B-004',)",(),(),0,9999,9999
85,,25.4,Shoulder,,0,0,boss,C-0854,CP-018,,,,,,,FALSE,,11.5,,,,,,,,,TRUE,Round,0,,,,,19,0,Boss,FALSE,0.041,(),(),(),"('B-004',)",(),(),0,9999,9999
86,,,,,77.8,42.9,boss,C-0869,CP-019,,,,,,,FALSE,,11.95,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,1.112,(),(),(),"('B-012',)",(),(),0,9999,9999
87,,,Saddle,,0,0,boss,C-0893,CP-018,,,,,,,FALSE,,25,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.31,(),(),(),"('B-005',)",(),(),0,9999,9999
88,,,,,76.2,0,boss,C-0899,CP-020,,,,,,,FALSE,,8.3,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,0.426,(),(),(),"('9999',)",(),(),0,9999,9999
89,,28.8,Flat Bottom,,0,0,boss,C-0920,CP-018,,,,,,,FALSE,,17,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.077,(),(),(),"('B-009',)",(),(),0,9999,9999
90,,,Saddle,,0,0,boss,C-0930,CP-018,,,,,,,FALSE,,24,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.122,(),(),(),"('9999',)",(),(),0,9999,9999
91,,50,Saddle,,0,0,boss,C-0965,CP-018,,,,,,,FALSE,,39.6,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.5,(),(),(),"('B-005',)",(),(),0,9999,9999
92,,,Saddle,,0,0,boss,C-1029,CP-018,,,,,,,FALSE,,45,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.411,(),(),(),"('B-005',)",(),(),0,9999,9999
93,,,Saddle,,0,0,boss,C-1045,CP-018,,,,,,,FALSE,,25.66,,,,,,,,,TRUE,Hex,0,,,,,,0,Stud,FALSE,0.01,(),(),(),"('B-002',)",(),(),0,9999,9999
94,,,,,69.85,35.71,boss,C-1065,CP-019,,,,,,,FALSE,,27.4,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,1.494,(),(),(),"('B-012',)",(),(),0,9999,9999
95,,18,Flat Bottom,,0,0,boss,C-1089,CP-018,,,,,,,FALSE,,12.5,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.037,(),(),(),"('B-009',)",(),(),0,9999,9999
96,,50.8,Saddle,,0,0,boss,C-1117,CP-018,,,,,,,FALSE,,38.1,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.523,(),(),(),"('B-005',)",(),(),0,9999,9999
97,,,Saddle,,0,0,boss,C-1123,CP-018,,,,,,,FALSE,,15.5,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.149,(),(),(),"('B-009',)",(),(),0,9999,9999
98,,,Saddle,,0,0,boss,C-1124,CP-018,,,,,,,FALSE,,15.5,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.08,(),(),(),"('B-009',)",(),(),0,9999,9999
99,,,Saddle,,0,0,boss,C-1127,CP-018,,,,,,,FALSE,,15.5,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.075,(),(),(),"('B-009',)",(),(),0,9999,9999
100,,44.45,Saddle,,0,0,boss,C-1171,CP-018,,,,,,,FALSE,,20.05,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.149,(),(),(),"('B-005',)",(),(),0,9999,9999
101,,,Saddle,,0,0,boss,C-1225,CP-018,,,,,,,FALSE,,12.7,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0,(),(),(),"('B-004',)",(),(),0,9999,9999
102,,,Saddle,,0,0,boss,C-1231,CP-018,,,,,,,FALSE,,12.7,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.015,(),(),(),"('B-004',)",(),(),0,9999,9999
103,,,Saddle,,0,0,boss,C-1233,CP-018,,,,,,,FALSE,,12.7,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.058,(),(),(),"('B-004',)",(),(),0,9999,9999
104,,40,Shoulder,,0,0,boss,C-1256,CP-018,,,,,,,FALSE,,13,,,,,,,,,TRUE,Round,0,,,,,29,0,Boss,TRUE,0.14,(),(),(),"('B-005',)",(),(),0,9999,9999
105,,25,Shoulder,,0,0,boss,C-1257,CP-018,,,,,,,FALSE,,10,,,,,,,,,TRUE,Round,0,,,,,18,0,Boss,FALSE,0.06,(),(),(),"('B-005',)",(),(),0,9999,9999
106,,,Saddle,,0,0,boss,C-1259,CP-018,,,,,,,FALSE,,15,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.215,(),(),(),"('B-004',)",(),(),0,9999,9999
107,,,,,86,0,boss,C-1308,CP-020,,,,,,,FALSE,,12.5,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,0.454,(),(),(),"('9999',)",(),(),0,9999,9999
108,,44.45,Shoulder,,0,0,boss,C-1340,CP-018,,,,,,,FALSE,,18.3,,,,,,,,,TRUE,Round,0,,,,,40.13,0,Boss,TRUE,0.146,(),(),(),"('B-005',)",(),(),0,9999,9999
109,,31.75,Flat Bottom,,0,0,boss,C-1410,CP-018,,,,,,,FALSE,,22.23,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.005,(),(),(),"('B-004',)",(),(),0,9999,9999
110,,25,Flat Bottom,,0,0,boss,C-1411,CP-018,,,,,,,FALSE,,18.3,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.057,(),(),(),"('B-004',)",(),(),0,9999,9999
111,,,Saddle,,0,0,boss,C-1417,CP-018,,,,,,,FALSE,,12.7,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.034,(),(),(),"('B-004',)",(),(),0,9999,9999
112,,31.75,Shoulder,,0,0,boss,C-1426,CP-018,,,,,,,FALSE,,17.53,,,,,,,,,TRUE,Round,0,,,,,24.61,0,Boss,TRUE,0.071,(),(),(),"('B-005',)",(),(),0,9999,9999
113,,,Saddle,,0,0,boss,C-1431,CP-018,,,,,,,FALSE,,15.75,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.1,(),(),(),"('B-005',)",(),(),0,9999,9999
114,,25,Flat Bottom,,0,0,boss,C-1489,CP-018,,,,,,,FALSE,,15.7,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.04,(),(),(),"('B-004',)",(),(),0,9999,9999
115,,,,,69.85,35.71,boss,C-1496,CP-019,,,,,,,FALSE,,30,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,1.023,(),(),(),"('B-012',)",(),(),0,9999,9999
116,,,Saddle,,0,0,boss,C-1503,CP-018,,,,,,,FALSE,,26,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.455,(),(),(),"('B-005',)",(),(),0,9999,9999
117,,25.4,Shoulder,,0,0,boss,C-1505,CP-018,,,,,,,FALSE,,4.76,,,,,,,,,TRUE,Round,0,,,,,22.22,0,Boss,FALSE,0.045,(),(),(),"('B-004',)",(),(),0,9999,9999
118,,22.22,Shoulder,,0,0,boss,C-1506,CP-018,,,,,,,FALSE,,9.53,,,,,,,,,TRUE,Round,0,,,,,18.26,0,Boss,FALSE,0.021,(),(),(),"('B-004',)",(),(),0,9999,9999
119,,,Saddle,,0,0,boss,C-1507,CP-018,,,,,,,FALSE,,19,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.15,(),(),(),"('B-005',)",(),(),0,9999,9999
120,,,Saddle,,0,0,boss,C-1535,CP-018,,,,,,,FALSE,,15.75,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.052,(),(),(),"('B-005',)",(),(),0,9999,9999
121,,,Saddle,,0,0,boss,C-1536,CP-018,,,,,,,FALSE,,15.75,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.052,(),(),(),"('B-005',)",(),(),0,9999,9999
122,,31.75,Shoulder,,0,0,boss,C-1537,CP-018,,,,,,,FALSE,,16.76,,,,,,,,,TRUE,Round,0,,,,,27.43,0,Boss,TRUE,0.084,(),(),(),"('B-005',)",(),(),0,9999,9999
123,,20.64,Flat Bottom,,0,0,boss,C-1557,CP-018,,,,,,,FALSE,,38.1,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.091,(),(),(),"('B-004',)",(),(),0,9999,9999
124,,25.4,Flat Bottom,,0,0,boss,C-1579,CP-018,,,,,,,FALSE,,31.75,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.114,(),(),(),"('B-004',)",(),(),0,9999,9999
125,,25,Shoulder,,0,0,boss,C-1697,CP-018,,,,,,,FALSE,,20.5,,,,,,,,,TRUE,Round,0,,,,,17.8,0,Boss,TRUE,0.066,(),(),(),"('B-005',)",(),(),0,9999,9999
126,,28,Shoulder,,0,0,boss,C-1698,CP-018,,,,,,,FALSE,,20.5,,,,,,,,,TRUE,Round,0,,,,,21.8,0,Boss,TRUE,0.073,(),(),(),"('B-005',)",(),(),0,9999,9999
127,,35,Shoulder,,0,0,boss,C-1699,CP-018,,,,,,,FALSE,,25.5,,,,,,,,,TRUE,Round,0,,,,,23.8,0,Boss,TRUE,0.083,(),(),(),"('B-005',)",(),(),0,9999,9999
128,,45,Shoulder,,0,0,boss,C-1707,CP-018,,,,,,,FALSE,,23,,,,,,,,,TRUE,Round,0,,,,,34.9,0,Boss,TRUE,0.182,(),(),(),"('B-005',)",(),(),0,9999,9999
129,,30,Shoulder,,0,0,boss,C-1708,CP-018,,,,,,,FALSE,,11,,,,,,,,,TRUE,Round,0,,,,,27.7,0,Boss,FALSE,0.052,(),(),(),"('B-005',)",(),(),0,9999,9999
130,,,Saddle,,0,0,boss,C-1725,CP-018,,,,,,,FALSE,,23.11,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.24,(),(),(),"('B-005',)",(),(),0,9999,9999
131,,,Saddle,,0,0,boss,C-1729,CP-018,,,,,,,FALSE,,50.4,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.223,(),(),(),"('B-005',)",(),(),0,9999,9999
132,,25.4,Shoulder,,0,0,boss,C-1731,CP-018,,,,,,,FALSE,,8.89,,,,,,,,,TRUE,Round,0,,,,,12.29,0,Boss,FALSE,0,(),(),(),"('B-004',)",(),(),0,9999,9999
133,,14,Flat Bottom,,0,0,boss,C-1764,CP-018,,,,,,,FALSE,,10,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.009,(),(),(),"('B-004',)",(),(),0,9999,9999
134,,25,Shoulder,,0,0,boss,C-1780,CP-018,,,,,,,FALSE,,20,,,,,,,,,TRUE,Round,0,,,,,15,0,Boss,TRUE,0.06,(),(),(),"('B-005',)",(),(),0,9999,9999
135,,60,Shoulder,,0,0,boss,C-1833,CP-018,,,,,,,FALSE,,12.3,,,,,,,,,TRUE,Round,0,,,,,52.37,0,Boss,TRUE,0.223,(),(),(),"('B-005',)",(),(),0,9999,9999
136,,25.4,Saddle,,0,0,boss,C-1839,CP-018,,,,,,,FALSE,,15.75,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.055,(),(),(),"('B-005',)",(),(),0,9999,9999
137,,25,Flat Bottom,,0,0,boss,C-1862,CP-018,,,,,,,FALSE,,19,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.091,(),(),(),"('B-004',)",(),(),0,9999,9999
138,,,,,58.72,30.18,boss,C-1919,CP-019,,,,,,,FALSE,,35,,,,,,,,,TRUE,,0,,,,,,0,,FALSE,1.96,(),(),(),"('B-012',)",(),(),0,9999,9999
139,,,Saddle,,0,0,boss,C-1924,CP-018,,,,,,,FALSE,,15,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.09,(),(),(),"('B-004',)",(),(),0,9999,9999
140,,,Saddle,,0,0,boss,C-1925,CP-018,,,,,,,FALSE,,20,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.197,(),(),(),"('B-005',)",(),(),0,9999,9999
141,,,Saddle,,0,0,boss,C-1928,CP-018,,,,,,,FALSE,,15.8,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.079,(),(),(),"('B-005',)",(),(),0,9999,9999
142,,,Saddle,,0,0,boss,C-1970,CP-018,,,,,,,FALSE,,16,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.032,(),(),(),"('B-004',)",(),(),0,9999,9999
143,,31.75,Saddle,,0,0,boss,C-1973,CP-018,,,,,,,FALSE,,19.05,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.05,(),(),(),"('B-004',)",(),(),0,9999,9999
144,,,Saddle,,0,0,boss,C-1974,CP-018,,,,,,,FALSE,,31.75,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,2.375,(),(),(),"('B-004',)",(),(),0,9999,9999
145,,,Saddle,,0,0,boss,C-1988,CP-018,,,,,,,FALSE,,16,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,FALSE,0.055,(),(),(),"('B-005',)",(),(),0,9999,9999
146,,,Saddle,,0,0,boss,C-1990,CP-018,,,,,,,FALSE,,16,,,,,,,,,TRUE,Round,0,,,,,,0,Boss,TRUE,0.2,(),(),(),"('B-005',)",(),(),0,9999,9999
0,,,,,0,0,other,C-1385,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-FLARED,,,,,0,,FALSE,0.014,(),(),(),(),(),(),0,9999,9999
1,,,,,0,0,other,C-1386,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,SLEEVE-FLARED,,,,,0,,FALSE,0.005,(),(),(),(),(),(),0,9999,9999
2,,,,,0,0,other,C-1369,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,COLLAR,,,,,0,,FALSE,0.003,(),(),(),(),(),(),0,9999,9999
3,,,,,0,0,other,C-0422,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,WASHER-FUEL LIN,,,,,0,,FALSE,0.003,(),(),(),(),(),(),0,9999,9999
4,,,,,0,0,other,C-1817,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FITTING-NUT,,,,,0,,FALSE,0.014,(),(),(),(),(),(),0,9999,9999
5,,,,,0,0,other,C-1374,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT,,,,,0,,FALSE,0.023,(),(),(),(),(),(),0,9999,9999
6,,,,,0,0,other,C-1375,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT,,,,,0,,FALSE,0.041,(),(),(),(),(),(),0,9999,9999
7,,,,,0,0,other,C-1439,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-FUEL LINE,,,,,0,,FALSE,0.045,(),(),(),(),(),(),0,9999,9999
8,,,,,0,0,other,C-1355,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,ADAPTER,,,,,0,,FALSE,0.033,(),(),(),(),(),(),0,9999,9999
9,,,,,0,0,other,C-0958,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,ADAPTER,,,,,0,,FALSE,0.095,(),(),(),(),(),(),0,9999,9999
10,,,,,0,0,other,C-0562,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FLANGE,,,,,0,,FALSE,0.173,(),(),(),(),(),(),0,9999,9999
11,,,,,0,0,other,C-1850,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,ADAPTER-OIL LIN,,,,,0,,FALSE,0.219,(),(),(),(),(),(),0,9999,9999
12,,,,,0,0,other,C-0227,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT,,,,,0,,FALSE,0.07,(),(),(),(),(),(),0,9999,9999
13,,,,,0,0,other,C-1425,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FITTING,,,,,0,,FALSE,0.085,(),(),(),(),(),(),0,9999,9999
14,,,,,0,0,other,C-1476,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-A/C,,,,,0,,FALSE,0.032,(),(),(),(),(),(),0,9999,9999
15,,,,,0,0,other,C-1860,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FITTING,,,,,0,,FALSE,0.18,(),(),(),(),(),(),0,9999,9999
16,,,,,0,0,other,C-0674,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FLANGE,,,,,0,,FALSE,0.324,(),(),(),(),(),(),0,9999,9999
17,,,,,0,0,other,C-0751,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FLANGE,,,,,0,,FALSE,0.68,(),(),(),(),(),(),0,9999,9999
18,,,,,0,0,other,C-0057,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT,,,,,0,,FALSE,0.035,(),(),(),(),(),(),0,9999,9999
19,,,,,0,0,other,C-1960,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,ADAPTER-EXH PIP,,,,,0,,FALSE,0.227,(),(),(),(),(),(),0,9999,9999
20,,,,,0,0,other,C-1619,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,SEAL-O-RING-ORFS,,,,,0,,FALSE,0.001,(),(),(),(),(),(),0,9999,9999
21,,,,,0,0,other,C-1745,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,LINK,,,,,0,,FALSE,0.072,(),(),(),(),(),(),0,9999,9999
22,,,,,0,0,other,C-1838,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,HEAD-FLANGED,,,,,0,,FALSE,0.376,(),(),(),(),(),(),0,9999,9999
23,,,,,0,0,other,C-1554,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-INJ LINE,,,,,0,,FALSE,0.045,(),(),(),(),(),(),0,9999,9999
24,,,,,0,0,other,C-0962,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FLANGE,,,,,0,,FALSE,0.55,(),(),(),(),(),(),0,9999,9999
25,,,,,0,0,other,C-0045,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,ADAPTER-OIL LIN,,,,,0,,FALSE,0.215,(),(),(),(),(),(),0,9999,9999
26,,,,,0,0,other,C-0092,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,FLANGE,,,,,0,,FALSE,0.09,(),(),(),(),(),(),0,9999,9999
27,,,,,0,0,other,C-1474,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-A/C,,,,,0,,FALSE,0.022,(),(),(),(),(),(),0,9999,9999
28,,,,,0,0,other,C-1672,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,WASHER-FUEL INJ,,,,,0,,FALSE,0.003,(),(),(),(),(),(),0,9999,9999
29,,,,,0,0,other,C-1481,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,ADAPTER-A/C,,,,,0,,FALSE,0.058,(),(),(),(),(),(),0,9999,9999
30,,,,,0,0,other,C-1359,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,LUG,,,,,0,,FALSE,0.025,(),(),(),(),(),(),0,9999,9999
31,,,,,0,0,other,C-0577,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-ORFS,,,,,0,,FALSE,0.157,(),(),(),(),(),(),0,9999,9999
32,,,,,0,0,other,C-1677,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,NUT-FUEL INJ,,,,,0,,FALSE,0.024,(),(),(),(),(),(),0,9999,9999
33,,,,,0,0,other,C-1595,other,,,,,,,FALSE,,,,,,,,,,,FALSE,,0,BOLT,,,,,0,,FALSE,0.03,(),(),(),(),(),(),0,9999,9999
